time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.005,0.4633,0.1385,-1.5153,1.591
0.005,0.2769,0.1911,-2.0326,2.06
0.019,0.1675,-0.0933,-2.2198,2.228
0.023,-0.0795,0.5993,-1.7225,1.826
0.032,-0.3005,0.7022,-0.9791,1.242
0.042,-0.4541,0.5983,-0.4556,0.878
0.051,0.0649,0.4016,0.1406,0.43
0.061,0.4087,-0.078,0.1877,0.456
0.073,-0.0061,-0.056,0.5004,0.504
0.081,0.0429,0.1331,1.0611,1.07
0.093,0.1893,0.1148,1.3839,1.401
0.101,0.3192,0.1322,1.4057,1.448
0.115,0.6087,0.1462,1.4882,1.615
0.121,0.5381,0.0295,1.4339,1.532
0.131,0.5458,0.0171,1.1347,1.259
0.143,-0.4112,0.8153,0.8728,1.263
0.152,-0.4268,0.3361,-0.2887,0.615
0.161,-2.354,1.1915,0.1243,2.641
0.171,-1.5863,0.6735,-0.4455,1.78
0.189,0.3517,0.6693,-0.3736,0.843
0.193,0.5666,0.595,-0.0517,0.823
0.202,-0.1613,0.4325,-0.3828,0.6
0.216,0.1717,0.3387,-0.5972,0.708
0.221,0.9905,0.374,-0.1401,1.068
0.233,1.2955,-0.0786,0.497,1.39
0.242,2.3802,-0.9587,0.4824,2.611
0.251,2.496,-1.6453,0.4649,3.025
0.262,2.2684,-1.8354,1.3112,3.199
0.271,2.1353,-1.5023,2.1941,3.41
0.281,1.3986,-1.1792,2.0814,2.771
0.293,1.0294,-0.9436,1.5007,2.05
0.301,0.9495,-0.8404,0.7562,1.476
0.314,0.9369,-0.8352,-0.0948,1.259
0.322,0.6496,-1.0333,-0.598,1.359
0.338,0.527,-0.581,-0.9057,1.198
0.345,0.0822,-0.1255,-0.6653,0.682
0.358,-0.2183,0.2604,-0.2323,0.412
0.361,-0.1981,0.5154,0.4113,0.689
0.371,-0.0793,0.4072,0.9665,1.052
0.382,0.3105,-0.0196,0.982,1.03
0.393,0.9021,-0.172,0.2548,0.953
0.401,0.1208,-0.1283,-1.2045,1.217
0.412,-0.4489,-0.1559,-0.2555,0.54
0.421,0.5735,0.2628,1.1193,1.285
0.431,0.5476,-0.248,1.8047,1.902
0.446,0.5255,-0.1223,1.2413,1.353
0.451,0.3849,-0.0648,0.6899,0.793
0.47,0.411,0.0279,0.0398,0.414
0.472,0.2755,0.0321,-0.2281,0.359
0.482,0.1648,0.0862,-0.1945,0.269
0.491,-0.0377,0.2479,-0.3572,0.436
0.502,-0.2227,0.3704,-0.7165,0.837
0.513,-0.176,0.3572,-0.874,0.96
0.521,0.0598,0.1703,-0.7745,0.795
0.531,0.0236,0.0071,-0.5386,0.539
0.541,0.2078,0.0438,-0.3317,0.394
0.552,0.1805,0.0161,-0.0665,0.193
0.563,0.3487,-0.08,0.11,0.374
0.571,0.5535,-0.1727,0.1516,0.599
0.582,0.7311,-0.3046,0.4295,0.901
0.591,0.5599,-0.4786,0.5281,0.906
0.601,0.5022,-0.3627,0.647,0.896
0.618,0.7511,-0.3009,0.4043,0.905
0.623,0.679,-0.3896,-0.0463,0.784
0.631,0.7468,-0.4397,-0.0148,0.867
0.641,0.5857,-0.3726,0.1658,0.714
0.652,0.3144,-0.1503,-0.0111,0.349
0.665,-0.0803,-0.0571,-0.3802,0.393
0.671,-0.1113,-0.041,-0.389,0.407
0.681,0.2132,-0.247,-0.3946,0.512
0.691,0.1799,-0.1957,-0.2787,0.385
0.701,0.0613,-0.1629,0.0101,0.174
0.715,-0.0549,-0.1117,0.3883,0.408
0.722,-0.1357,-0.083,0.2225,0.274
0.736,-0.1312,-0.0257,-0.8558,0.866
0.741,0.592,-0.1881,-1.1378,1.296
0.751,0.6551,-0.5748,-0.642,1.082
0.771,0.8653,-0.1623,-0.1435,0.892
0.772,0.3693,-0.0836,0.0853,0.388
0.781,0.126,-0.2628,0.0879,0.304
0.792,0.2241,-0.3161,0.1834,0.429
0.802,-0.0049,-0.1693,0.2621,0.312
0.813,-0.5468,-0.0552,0.4064,0.684
0.821,-0.5599,0.0333,0.5034,0.754
0.834,-0.1712,0.0161,0.3312,0.373
0.842,0.3455,-0.0446,-0.0283,0.35
0.854,0.4875,-0.1044,0.0316,0.5
0.861,0.5799,-0.212,0.2363,0.661
0.877,0.5995,-0.4237,0.3164,0.799
0.883,0.5865,-0.2308,0.5102,0.811
0.891,0.3618,-0.0765,0.3405,0.503
0.901,0.3955,-0.3053,0.1431,0.52
0.911,0.4237,-0.2797,0.2613,0.571
0.921,0.1102,-0.2544,0.2137,0.35
0.934,0.0045,-0.1896,0.0387,0.194
0.941,-0.0199,-0.1137,-0.1972,0.228
0.953,-0.0145,0.004,-0.5072,0.507
0.966,-1.5185,-1.5516,-1.1377,2.451
0.971,0.5954,-0.5146,-0.8851,1.184
0.983,1.2702,1.4866,-0.0636,1.956
0.991,-0.3481,1.4581,-0.3893,1.549
1.001,-0.1742,0.1951,-0.796,0.838
1.011,0.2523,-1.083,-0.7216,1.326
1.022,0.8513,-1.3646,0.1756,1.618
1.034,0.8044,-0.7193,0.9087,1.411
1.041,-0.0278,0.2892,0.9641,1.007
1.051,-0.1303,0.6839,0.8241,1.079
1.062,-0.075,0.9744,0.1743,0.993
1.071,-0.3177,0.1752,-0.1108,0.379
1.085,0.0049,-0.2681,0.4319,0.508
1.092,0.2525,-0.4775,0.8599,1.015
1.101,0.2996,-0.6384,1.3489,1.522
1.111,0.1476,-0.7432,1.9912,2.13
1.122,0.0592,-0.8139,2.3595,2.497
1.133,0.2877,-0.5275,2.3762,2.451
1.141,0.364,-0.0421,1.5424,1.585
1.153,0.1365,0.0762,0.5892,0.61
1.161,0.1519,0.1254,-0.1355,0.239
1.171,0.3281,0.2051,-0.9691,1.043
1.183,0.2669,0.0725,-1.927,1.947
1.191,-0.283,0.0739,-2.1439,2.164
1.204,-0.4787,0.1607,-1.8664,1.934
1.211,-0.0631,0.2632,-1.7685,1.789
1.224,0.6151,0.2057,-1.792,1.906
1.234,1.1729,0.5094,-1.3887,1.888
1.241,1.3796,0.7817,-0.3899,1.633
1.251,0.5909,0.2716,-0.5487,0.851
1.261,0.0042,0.1941,-0.3367,0.389
1.271,0.1267,0.0278,-0.1242,0.18
1.287,0.4779,0.0752,0.1502,0.507
1.291,0.3564,0.0616,0.4193,0.554
1.312,0.1369,-0.2497,0.6068,0.67
1.314,-0.2102,-0.7125,0.6355,0.978
1.325,-1.5851,-0.2168,0.8656,1.819
1.334,-0.6922,-1.5612,0.3011,1.734
1.342,-0.7906,-2.0734,0.3172,2.242
1.353,-1.9372,-1.4166,-0.7484,2.514
1.361,-1.3107,-1.1613,-2.0702,2.712
1.371,-1.0714,-1.1016,-0.7449,1.708
1.381,-0.8089,-0.4764,0.8807,1.287
1.392,0.4086,0.0685,1.9109,1.955
1.403,1.8361,0.5778,2.2469,2.959
1.411,1.7742,0.9038,1.7625,2.659
1.422,0.7037,0.7441,1.004,1.434
1.433,0.123,0.4754,0.5906,0.768
1.441,0.5133,0.4016,0.65,0.92
1.465,0.6196,0.3859,0.9166,1.172
1.466,0.246,0.2795,1.148,1.207
1.472,-0.0432,0.1394,1.1798,1.189
1.481,-0.1387,-0.0442,1.3067,1.315
1.491,-0.1081,-0.1813,1.4766,1.492
1.505,-0.1375,-0.1441,1.552,1.565
1.511,-0.0188,-0.3448,1.7299,1.764
1.522,0.0747,-0.5675,2.491,2.556
1.531,0.056,-0.6657,3.5425,3.605
1.541,0.2252,-0.7611,4.7239,4.79
1.554,0.1707,-0.8881,5.6715,5.743
1.562,-0.1554,-1.2258,6.0085,6.134
1.574,-0.6256,-1.2148,5.4033,5.573
1.581,-0.9923,-1.1368,4.0483,4.32
1.592,-0.5064,-1.2603,3.0222,3.313
1.608,0.1402,-1.3186,1.7951,2.232
1.611,0.5444,-0.9123,0.4798,1.166
1.622,0.3845,-0.6162,-0.3418,0.803
1.631,-0.022,-0.6357,-0.7215,0.962
1.641,0.0732,-0.5997,-0.8343,1.03
1.656,-0.0787,-0.6366,-0.8072,1.031
1.661,-0.7251,-0.7472,-0.8847,1.366
1.672,-1.2329,-0.8942,-1.0629,1.857
1.681,-0.9843,-0.9023,-1.4063,1.939
1.693,-0.0977,-1.0356,-2.0843,2.329
1.701,0.3903,-0.8326,-2.4903,2.655
1.715,0.89,-0.204,-2.3032,2.478
1.725,0.811,-0.0708,-1.6347,1.826
1.731,0.7973,-0.2573,-0.6114,1.037
1.741,1.1697,-0.4809,-0.1201,1.27
1.751,0.6951,-0.713,0.2938,1.038
1.761,0.202,-0.4747,0.0193,0.516
1.774,0.0937,-0.041,-0.4202,0.432
1.782,0.1766,-0.0697,-0.8909,0.911
1.792,0.3363,-0.4622,-1.4967,1.602
1.802,0.555,-0.5083,-1.4867,1.666
1.812,0.4575,-0.2949,-1.0969,1.225
1.824,0.9678,-0.0991,-0.4715,1.081
1.832,0.6016,-0.2572,-0.2094,0.687
1.843,0.1316,-0.5631,-0.1626,0.601
1.85,-0.1136,-0.5239,-0.6057,0.809
1.861,-0.3289,-0.3898,-1.633,1.711
1.885,-0.632,-0.3141,-2.8186,2.906
1.887,-0.2598,0.2241,-3.4183,3.435
1.896,-0.2956,0.2746,-3.8774,3.898
1.902,-0.3066,-0.0737,-3.8082,3.821
1.915,0.3759,-0.1053,-3.1891,3.213
1.925,0.646,-0.2718,-2.2607,2.367
1.931,0.3887,-0.2995,-1.314,1.403
1.942,0.253,-0.1012,-0.7169,0.767
1.951,0.5709,0.3716,-0.0886,0.687
1.961,0.3991,0.1967,0.2534,0.512
1.975,0.4332,-0.0474,0.0651,0.441
1.981,0.2337,-0.047,0.0696,0.248
1.992,-0.042,-0.0862,0.2657,0.282
2.001,0.0387,0.0601,0.4215,0.428
2.011,0.1571,-0.0483,0.6065,0.628
2.03,0.5876,-0.2548,0.359,0.734
2.031,1.0316,-0.0595,-0.3276,1.084
2.045,0.7561,0.2439,-0.3701,0.876
2.051,0.5298,0.2342,-0.3033,0.654
2.061,0.4398,0.0779,-0.3791,0.586
2.075,0.3885,0.0392,-0.5727,0.693
2.081,0.4354,-0.0386,-0.6682,0.798
2.092,0.7259,-0.538,-0.6484,1.112
2.101,1.1031,0.0712,-0.7521,1.337
2.111,0.7095,0.1416,-0.9398,1.186
2.121,0.777,-0.1008,-0.5102,0.935
2.134,1.1948,-0.244,0.4161,1.288
2.147,1.2898,-0.0739,1.1454,1.727
2.152,0.8044,-0.0608,1.3182,1.545
2.162,0.7288,0.0684,1.2026,1.408
2.171,0.7715,0.2557,0.7818,1.128
2.182,0.4517,0.2268,0.4545,0.68
2.192,0.345,0.3939,0.1078,0.535
2.201,0.2653,0.4435,-0.181,0.548
2.211,0.623,0.5815,-0.2656,0.893
2.221,0.5475,0.5726,-0.3129,0.852
2.232,0.5581,0.4168,-0.4212,0.814
2.242,0.2525,0.1042,-0.2075,0.343
2.251,1.0872,0.37,-0.0422,1.149
2.261,0.9245,0.0178,-0.3151,0.977
2.271,0.5805,-0.001,-0.4788,0.752
2.281,0.5108,0.0882,-0.4195,0.667
2.295,0.8816,0.0795,-0.4596,0.997
2.301,0.9213,-0.0859,-0.6858,1.152
2.313,0.6992,-0.1728,-0.9333,1.179
2.322,0.4024,-0.1414,-0.9401,1.032
2.331,0.426,-0.149,-0.9486,1.05
2.344,0.6132,-0.1757,-0.658,0.916
2.351,0.738,-0.4079,-0.1745,0.861
2.361,0.6805,-0.5615,0.1808,0.901
2.371,0.4396,-0.4411,0.3072,0.694
2.383,0.3963,-0.2629,0.0882,0.484
2.393,0.4813,-0.1932,-0.3606,0.632
2.401,0.3106,-0.1434,-0.6697,0.752
2.411,0.6461,0.0343,-0.6599,0.924
2.421,0.446,-0.1991,-0.6732,0.832
2.432,0.3663,-0.1479,-0.6887,0.794
2.444,0.3829,-0.0277,-0.7459,0.839
2.451,0.4573,-0.0152,-0.7844,0.908
2.463,0.4923,-0.0321,-0.7934,0.934
2.471,0.4974,-0.088,-0.8625,1
2.482,0.4439,-0.0746,-0.8086,0.925
2.491,0.5177,-0.0713,-0.5855,0.785
2.501,0.3768,-0.0576,-0.3461,0.515
2.512,0.7617,-0.0149,-0.3693,0.847
2.521,0.5447,-0.0802,-0.419,0.692
2.531,0.3808,0.0993,-0.467,0.611
2.544,0.3243,0.0829,-0.5244,0.622
2.552,0.4052,0.0958,-0.4149,0.588
2.561,0.3208,0.1381,-0.3633,0.504
2.571,0.2954,0.1409,-0.4959,0.594
2.581,0.2896,0.271,-0.6463,0.758
2.591,0.3033,0.293,-0.6975,0.815
2.601,0.4931,0.1875,-0.8664,1.014
2.612,0.5567,0.1607,-0.9771,1.136
2.621,0.5828,0.1636,-0.9418,1.12
2.631,0.6214,0.0788,-0.8402,1.048
2.641,0.7838,0.1502,-0.5882,0.991
2.651,0.9077,0.0841,-0.5598,1.07
2.661,0.5001,-0.1095,-0.5287,0.736
2.671,0.378,0.0495,-0.4664,0.602
2.681,0.4702,0.1103,-0.5492,0.731
2.691,0.5909,0.1509,-0.7861,0.995
2.706,0.5731,0.2503,-0.9147,1.108
2.722,0.5345,0.2617,-0.9176,1.094
2.723,0.6601,0.234,-0.7844,1.052
2.731,0.6764,0.2846,-0.6509,0.981
2.741,0.8584,0.4036,-0.712,1.186
2.751,0.8536,0.5028,-0.8112,1.28
2.762,0.8978,0.6707,-0.7538,1.351
2.771,0.8828,0.8387,-0.5597,1.34
2.782,0.965,0.9772,-0.3653,1.421
2.791,0.862,1.1152,-0.3835,1.461
2.801,0.662,1.2625,-0.5058,1.513
2.813,0.4127,1.2821,-0.5877,1.47
2.821,0.1614,1.3214,-0.5437,1.438
2.832,0.0338,1.4293,-0.2653,1.454
2.843,0.3669,1.1829,-0.5033,1.337
2.852,0.2807,0.7802,-0.6463,1.051
2.861,0.3797,0.6432,-0.3631,0.83
2.873,0.5745,0.4092,0.3149,0.772
2.882,0.5547,0.058,0.8636,1.028
2.891,0.7245,-0.029,1.1328,1.345
2.902,0.7181,-0.274,1.0846,1.329
2.913,0.8086,-0.2952,0.8494,1.209
2.922,0.772,-0.2202,0.556,0.977
2.932,0.7048,-0.1562,0.2306,0.758
2.941,0.6056,-0.0732,-0.1214,0.622
2.952,0.5039,0.1367,-0.2061,0.561
2.961,0.4982,0.2791,-0.1799,0.599
2.973,0.3812,0.2933,-0.3073,0.571
2.996,0.2913,0.3467,-0.4742,0.656
2.998,0.1124,0.4691,-0.5642,0.742
3.005,-0.0092,0.5527,-0.5889,0.808
3.011,0.0427,0.4899,-0.5012,0.702
3.021,0.0739,0.3495,-0.3801,0.522
3.032,-0.1884,0.1904,0.0388,0.271
3.041,-0.3336,0.0321,0.5606,0.653
3.051,-0.3135,-0.1946,0.8649,0.94
3.061,-0.3721,-0.4311,0.9827,1.136
3.071,-0.3619,-0.6869,1.1873,1.419
3.084,-0.2427,-0.9326,1.5564,1.831
3.091,-0.2782,-1.1878,1.8369,2.205
3.103,-0.4677,-1.3256,1.9142,2.375
3.111,-0.4881,-1.268,1.8014,2.256
3.123,-0.4087,-1.1133,1.4016,1.836
3.144,-0.465,-0.9985,0.8894,1.416
3.145,-0.4802,-0.8542,0.5939,1.146
3.154,-0.3281,-0.5724,0.4828,0.818
3.162,-0.4679,-0.3488,0.3983,0.707
3.171,-0.6737,-0.115,0.2818,0.739
3.184,-0.7602,0.1485,0.1342,0.786
3.192,-0.8365,0.2853,0.0507,0.885
3.202,-0.8157,0.3345,0.1475,0.894
3.211,-0.7652,0.3357,0.4039,0.928
3.221,-0.6263,0.318,0.7239,1.009
3.235,-0.4286,0.2124,0.8067,0.938
3.241,-0.3282,0.1362,0.8107,0.885
3.254,-0.1986,0.0897,0.9213,0.947
3.261,-0.2364,-0.0941,1.1597,1.187
3.272,-0.0893,-0.2587,1.371,1.398
3.296,0.1747,-0.2875,1.0818,1.133
3.298,0.2427,-0.366,0.6112,0.753
3.302,0.2711,-0.3856,0.3659,0.597
3.311,0.2106,-0.3462,0.4522,0.607
3.322,0.1014,-0.3755,0.539,0.665
3.337,0.0897,-0.4739,0.5601,0.739
3.343,0.2433,-0.5825,0.4469,0.773
3.351,0.329,-0.5834,0.256,0.717
3.361,0.1716,-0.496,-0.0127,0.525
3.372,0.036,-0.4083,-0.2243,0.467
3.383,-0.1583,-0.4769,-0.1944,0.539
3.397,-0.2637,-0.6037,-0.1005,0.666
3.401,-0.2416,-0.5339,0.0392,0.587
3.411,-0.3072,-0.5422,0.0499,0.625
3.422,-0.4013,-0.5602,0.0496,0.691
3.433,-0.4549,-0.5384,0.037,0.706
3.444,-0.5771,-0.5169,0.0455,0.776
3.453,-0.6787,-0.4851,0.2479,0.87
3.462,-0.5745,-0.4338,0.4799,0.865
3.474,-0.5877,-0.3043,0.4691,0.811
3.482,-0.6395,-0.2044,0.5184,0.848
3.492,-0.5251,-0.1439,0.7059,0.891
3.503,-0.4798,-0.1524,0.7786,0.927
3.511,-0.5127,-0.152,0.6115,0.812
3.521,-0.3989,-0.123,0.2729,0.499
3.531,-0.4224,-0.0848,-0.16,0.46
3.543,-0.4767,-0.0268,-0.4276,0.641
3.557,-0.3852,-0.0373,-0.4903,0.625
3.563,-0.2659,-0.1064,-0.4573,0.54
3.571,-0.2744,-0.1263,-0.3571,0.468
3.581,-0.3131,-0.1265,-0.2181,0.402
3.593,-0.2546,-0.1662,-0.166,0.346
3.607,-0.1772,-0.1082,-0.2395,0.317
3.611,-0.3056,-0.0895,-0.3611,0.481
3.622,-0.3463,-0.0709,-0.4042,0.537
3.632,-0.4173,-0.0522,-0.4674,0.629
3.641,-0.4109,0.0056,-0.5507,0.687
3.652,-0.3957,0.0831,-0.6342,0.752
3.661,-0.4303,0.0725,-0.7387,0.858
3.671,-0.348,0.0426,-0.8362,0.907
3.68,-0.2844,0.0722,-0.8489,0.898
3.693,-0.2996,0.0435,-0.7382,0.798
3.705,-0.4222,0.0252,-0.5421,0.688
3.711,-0.4755,0.0559,-0.2191,0.527
3.721,-0.4213,0.0374,-0.002,0.423
3.731,-0.3674,0.0085,0.1004,0.381
3.741,-0.2543,0.0674,0.1279,0.293
3.753,-0.3164,0.116,0.1102,0.355
