time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.197000,0.6759,0.0169,-0.8994,1.125
0.202000,0.7860,0.0292,-0.9236,1.213
0.208000,0.8535,0.0412,-0.9374,1.268
0.214000,0.8405,0.0120,-0.8927,1.226
0.217000,0.7901,-0.0202,-0.7872,1.115
0.222000,0.7361,-0.0294,-0.6780,1.001
0.227000,0.6664,-0.0494,-0.5698,0.878
0.231000,0.5932,-0.0661,-0.4264,0.734
0.237000,0.5431,-0.0512,-0.2165,0.587
0.241000,0.4917,-0.0172,-0.0284,0.493
0.246000,0.3834,-0.0243,0.1169,0.402
0.252000,0.2682,-0.0633,0.2458,0.369
0.256000,0.1913,-0.0746,0.3611,0.415
0.263000,0.1383,-0.0632,0.5035,0.526
0.265000,0.1022,-0.0439,0.6542,0.664
0.270000,0.0757,-0.0454,0.7534,0.759
0.275000,0.0348,-0.0701,0.7941,0.798
0.281000,-0.0083,-0.0990,0.8195,0.825
0.285000,-0.0224,-0.1055,0.8030,0.810
0.290000,-0.0265,-0.0749,0.7471,0.751
0.294000,-0.0565,-0.0502,0.6682,0.672
0.300000,-0.1034,-0.0551,0.5327,0.545
0.305000,-0.1649,-0.0796,0.3693,0.412
0.309000,-0.2225,-0.1140,0.2206,0.333
0.315000,-0.2311,-0.1317,0.0650,0.274
0.319000,-0.1908,-0.1228,-0.0618,0.235
0.323000,-0.1112,-0.1113,-0.1338,0.207
0.330000,-0.0308,-0.1352,-0.2109,0.252
0.333000,0.0241,-0.1776,-0.2812,0.333
0.338000,0.0562,-0.2098,-0.3114,0.380
0.343000,0.1068,-0.2101,-0.3110,0.390
0.347000,0.1879,-0.1953,-0.3041,0.407
0.353000,0.2541,-0.2011,-0.3386,0.469
0.358000,0.2744,-0.2178,-0.4145,0.543
0.362000,0.2799,-0.2525,-0.4842,0.614
0.367000,0.3174,-0.2742,-0.4732,0.632
0.372000,0.4212,-0.2421,-0.4487,0.661
0.376000,0.5207,-0.2421,-0.5257,0.779
0.381000,0.4897,-0.2864,-0.6109,0.834
0.386000,0.4365,-0.2195,-0.5417,0.729
0.391000,0.4506,-0.0896,-0.2962,0.547
0.397000,0.3457,-0.1510,0.0013,0.377
0.401000,0.1126,-0.3559,0.2486,0.448
0.407000,-0.0206,-0.4202,0.4388,0.608
0.410000,0.0301,-0.3540,0.5630,0.666
0.414000,0.0845,-0.2914,0.6069,0.679
0.422000,0.0628,-0.2590,0.6281,0.682
0.425000,0.0807,-0.2617,0.6531,0.708
0.432000,0.1448,-0.2734,0.7105,0.775
0.436000,0.2124,-0.2796,0.8077,0.881
0.439000,0.2393,-0.2897,0.9300,1.003
0.444000,0.2047,-0.3060,1.0178,1.082
0.448000,0.1663,-0.3307,1.0182,1.083
0.454000,0.1459,-0.3493,0.9768,1.048
0.459000,0.1175,-0.3476,0.9344,1.004
0.463000,0.1004,-0.3112,0.9078,0.965
0.469000,0.1232,-0.2449,0.8730,0.915
0.474000,0.1332,-0.2132,0.8061,0.844
0.480000,0.1683,-0.2089,0.6711,0.723
0.483000,0.2595,-0.1787,0.4893,0.582
0.488000,0.3090,-0.1776,0.3657,0.511
0.492000,0.3120,-0.1981,0.2763,0.461
0.499000,0.3256,-0.0847,0.1825,0.383
0.502000,0.3511,0.0768,-0.0427,0.362
0.508000,0.3041,0.1168,-0.3591,0.485
0.517000,0.2090,0.0980,-0.5227,0.571
0.518000,0.1591,0.0610,-0.5148,0.542
0.522000,0.1181,0.0131,-0.5149,0.528
0.526000,0.0329,-0.0815,-0.6164,0.623
0.542000,-0.1736,-0.2251,-0.6903,0.747
0.543000,-0.4009,-0.3055,-0.6574,0.828
0.543000,-0.4603,-0.2514,-0.5797,0.782
0.552000,-0.3425,-0.1325,-0.5170,0.634
0.553000,-0.1787,-0.0519,-0.4020,0.443
0.555000,-0.0850,-0.0045,-0.2394,0.254
0.561000,-0.0249,0.0022,-0.0269,0.037
0.572000,-0.1274,-0.1349,0.2527,0.314
0.573000,-0.3332,-0.3347,0.5425,0.719
0.576000,-0.4466,-0.4661,0.7948,1.024
0.589000,-0.5792,-0.5440,1.0127,1.287
0.590000,-0.8588,-0.5977,1.1750,1.573
0.591000,-1.2312,-0.6949,1.3829,1.978
0.594000,-1.5004,-0.7785,1.6129,2.336
0.606000,-1.4977,-0.7625,1.8056,2.467
0.608000,-1.1783,-0.6759,2.0644,2.471
0.610000,-0.6983,-0.4969,2.3296,2.482
0.621000,-0.2046,-0.3045,2.4650,2.492
0.622000,0.1622,-0.1894,2.5067,2.519
0.623000,0.1797,-0.1967,2.3902,2.405
0.659000,-0.0034,-0.2853,2.1346,2.154
0.661000,-0.1768,-0.3617,1.9311,1.973
0.661000,-0.2804,-0.3988,1.7792,1.845
0.662000,-0.2566,-0.4344,1.5705,1.650
0.662000,-0.1170,-0.4344,1.4050,1.475
0.662000,-0.0031,-0.4321,1.3206,1.389
0.663000,-0.0446,-0.5325,1.2285,1.340
0.663000,-0.1675,-0.6134,1.1141,1.283
0.668000,-0.2745,-0.6867,0.9871,1.233
0.672000,-0.3618,-0.7931,0.8114,1.191
0.676000,-0.3826,-0.8559,0.5750,1.100
0.682000,-0.3136,-0.8561,0.3209,0.967
0.686000,-0.1139,-0.7504,0.1276,0.770
0.692000,0.0870,-0.5650,-0.0720,0.576
0.699000,0.2320,-0.4002,-0.3526,0.582
0.703000,0.4437,-0.2341,-0.5879,0.773
0.707000,0.6579,-0.0925,-0.8051,1.044
0.712000,0.7168,-0.0492,-1.0168,1.245
0.716000,0.6128,-0.0296,-1.2070,1.354
0.721000,0.3715,-0.0217,-1.3501,1.400
0.725000,-0.0751,-0.0661,-1.4130,1.417
0.738000,-0.5890,-0.1366,-1.4128,1.537
0.739000,-0.9986,-0.2239,-1.3373,1.684
0.740000,-1.2902,-0.3282,-1.1531,1.761
0.744000,-1.4114,-0.4071,-0.8833,1.714
0.760000,-1.3549,-0.4131,-0.5031,1.503
0.761000,-1.2517,-0.3732,-0.0212,1.306
0.762000,-1.0721,-0.3072,0.4871,1.217
0.764000,-0.7314,-0.1986,1.0159,1.267
0.768000,-0.4559,-0.0912,1.5496,1.618
0.773000,-0.3021,-0.0187,2.0823,2.104
0.778000,-0.1352,0.0211,2.5360,2.540
0.782000,0.0237,-0.0101,2.8515,2.852
0.787000,0.1009,-0.0931,3.0005,3.004
0.793000,0.1541,-0.1533,2.9759,2.984
0.798000,0.2815,-0.2166,2.8513,2.873
0.803000,0.4067,-0.2994,2.6071,2.656
0.806000,0.4169,-0.4059,2.2809,2.354
0.812000,0.2831,-0.5192,2.0323,2.117
0.820000,0.1152,-0.6197,1.8678,1.971
0.822000,0.0230,-0.7167,1.6911,1.837
0.827000,-0.0007,-0.7887,1.5159,1.709
0.838000,-0.0329,-0.8736,1.3420,1.602
0.839000,-0.1025,-0.9713,1.1856,1.536
0.841000,-0.1281,-1.0102,1.0873,1.490
0.864000,-0.0622,-1.0092,0.9893,1.415
0.865000,0.0642,-0.9827,0.8506,1.301
0.866000,0.1455,-0.9786,0.6828,1.202
0.867000,0.1189,-0.9943,0.5311,1.133
0.867000,-0.0188,-1.0323,0.4573,1.129
0.870000,-0.2466,-1.0854,0.4109,1.187
0.875000,-0.4717,-1.0868,0.3390,1.232
0.881000,-0.6177,-1.0629,0.2727,1.259
0.885000,-0.6630,-1.0352,0.1780,1.242
0.890000,-0.6072,-0.9797,0.0093,1.153
0.894000,-0.4643,-0.8821,-0.1885,1.015
0.899000,-0.3296,-0.7474,-0.3989,0.909
0.904000,-0.3202,-0.6018,-0.5717,0.890
0.909000,-0.4193,-0.4910,-0.6640,0.926
0.921000,-0.4951,-0.4223,-0.6948,0.952
0.922000,-0.4566,-0.3645,-0.6423,0.868
0.923000,-0.4019,-0.3129,-0.4895,0.706
0.928000,-0.4144,-0.2654,-0.3149,0.584
0.943000,-0.4342,-0.2410,-0.1324,0.514
0.944000,-0.4227,-0.2614,0.0536,0.500
0.944000,-0.3822,-0.3097,0.2363,0.546
0.953000,-0.3652,-0.3645,0.4496,0.684
0.953000,-0.3164,-0.3827,0.6747,0.838
0.957000,-0.2333,-0.3859,0.8762,0.985
0.962000,-0.1588,-0.4314,1.0205,1.119
0.973000,-0.0616,-0.4930,1.0503,1.162
0.974000,0.0994,-0.5370,0.9751,1.118
0.977000,0.3341,-0.5635,0.8403,1.065
0.987000,0.5635,-0.5749,0.6359,1.026
0.988000,0.6553,-0.6238,0.3545,0.972
0.993000,0.5324,-0.7295,-0.0238,0.903
0.996000,0.3427,-0.8656,-0.5041,1.059
1.007000,0.2605,-0.9891,-1.0343,1.455
1.008000,0.2832,-1.0666,-1.5215,1.880
1.011000,0.3799,-1.1006,-1.9208,2.246
1.023000,0.4935,-1.0938,-2.2467,2.547
1.025000,0.5738,-1.0556,-2.5160,2.788
1.025000,0.5634,-1.0054,-2.7025,2.938
1.030000,0.5103,-0.9528,-2.7940,2.996
1.062000,0.5007,-0.8954,-2.8095,2.991
1.063000,0.4818,-0.8451,-2.7415,2.909
1.064000,0.4131,-0.8117,-2.6160,2.770
1.065000,0.2847,-0.7734,-2.4759,2.609
1.066000,0.1897,-0.7185,-2.3351,2.451
1.066000,0.1448,-0.6731,-2.2129,2.318
1.067000,0.0756,-0.6518,-2.1520,2.250
1.067000,-0.0229,-0.6497,-2.0832,2.182
1.073000,-0.1820,-0.6189,-1.9345,2.039
1.078000,-0.3516,-0.5380,-1.7704,1.883
1.082000,-0.4792,-0.4429,-1.5952,1.724
1.088000,-0.5671,-0.3575,-1.4089,1.560
1.092000,-0.5626,-0.3081,-1.2667,1.420
1.098000,-0.5133,-0.3043,-1.1925,1.333
1.104000,-0.4884,-0.3268,-1.1767,1.315
1.107000,-0.4951,-0.3637,-1.1907,1.340
1.113000,-0.5404,-0.4078,-1.2133,1.389
1.120000,-0.5885,-0.4640,-1.2302,1.441
1.123000,-0.5865,-0.4964,-1.2177,1.440
1.127000,-0.5246,-0.4883,-1.1734,1.375
1.137000,-0.4171,-0.4588,-1.1478,1.305
1.138000,-0.3284,-0.4536,-1.1504,1.279
1.142000,-0.3019,-0.4916,-1.1382,1.276
1.145000,-0.3351,-0.5203,-1.0824,1.247
1.162000,-0.3946,-0.5228,-1.0140,1.207
1.163000,-0.4088,-0.5113,-0.9423,1.147
1.164000,-0.3727,-0.4808,-0.8648,1.057
1.166000,-0.3439,-0.4145,-0.7477,0.921
1.170000,-0.3102,-0.3365,-0.6217,0.772
1.174000,-0.2259,-0.2563,-0.5633,0.659
1.179000,-0.1245,-0.1642,-0.5294,0.568
1.186000,-0.0537,-0.0771,-0.4914,0.500
1.190000,0.0393,0.0002,-0.4517,0.453
1.194000,0.1619,0.0798,-0.3935,0.433
1.199000,0.2256,0.1401,-0.3553,0.444
1.204000,0.2255,0.1691,-0.3633,0.460
1.209000,0.2287,0.2027,-0.3962,0.500
1.213000,0.2232,0.2242,-0.4133,0.520
1.218000,0.1778,0.2145,-0.4362,0.518
1.223000,0.1020,0.1902,-0.4506,0.500
1.229000,0.0916,0.1658,-0.4710,0.508
1.239000,0.1372,0.1270,-0.4947,0.529
1.240000,0.1332,0.0689,-0.4573,0.481
1.242000,0.0819,0.0060,-0.3731,0.382
1.263000,0.0430,-0.0258,-0.2683,0.273
1.264000,0.0355,-0.0243,-0.1091,0.117
1.265000,0.0279,-0.0346,0.0881,0.099
1.266000,0.0298,-0.0593,0.2709,0.279
1.268000,0.0338,-0.0935,0.4371,0.448
1.271000,-0.0057,-0.1036,0.5990,0.608
1.276000,-0.0457,-0.0944,0.7210,0.729
1.282000,-0.0311,-0.0827,0.8056,0.810
1.286000,0.0118,-0.0661,0.8292,0.832
1.291000,0.0374,-0.0588,0.8085,0.812
1.296000,0.0410,-0.0777,0.7364,0.742
1.300000,0.0420,-0.1013,0.5601,0.571
1.304000,0.0786,-0.1008,0.3439,0.367
1.312000,0.1487,-0.0787,0.1377,0.217
1.319000,0.2046,-0.0448,-0.0660,0.220
1.320000,0.2489,-0.0014,-0.2822,0.376
1.325000,0.3102,0.0370,-0.4848,0.577
1.329000,0.3528,0.0703,-0.6813,0.770
1.345000,0.3453,0.1033,-0.8554,0.928
1.346000,0.3285,0.1408,-0.9930,1.055
1.347000,0.3213,0.1469,-1.1325,1.186
1.349000,0.3287,0.1454,-1.2332,1.285
1.353000,0.3508,0.1532,-1.2785,1.335
1.359000,0.3876,0.1535,-1.2780,1.344
1.363000,0.4174,0.1631,-1.1863,1.268
1.368000,0.4068,0.1749,-0.9815,1.077
1.373000,0.3649,0.1697,-0.7018,0.809
1.378000,0.2844,0.1430,-0.3849,0.500
1.382000,0.1986,0.1162,-0.0783,0.243
1.388000,0.1407,0.0871,0.1685,0.236
1.392000,0.1252,0.0534,0.3652,0.390
1.401000,0.1234,0.0581,0.5172,0.535
1.402000,0.1208,0.0772,0.6175,0.634
1.409000,0.1201,0.0775,0.6593,0.675
1.412000,0.1046,0.0683,0.6928,0.704
1.416000,0.1127,0.0714,0.7542,0.766
1.423000,0.1589,0.0890,0.8098,0.830
1.427000,0.2049,0.0971,0.8045,0.836
1.431000,0.2148,0.0911,0.7502,0.786
1.441000,0.1909,0.0637,0.6753,0.705
1.442000,0.1812,0.0149,0.5628,0.591
1.445000,0.2098,-0.0171,0.4484,0.495
1.463000,0.2552,-0.0155,0.3630,0.444
1.465000,0.2939,0.0004,0.2825,0.408
1.465000,0.3139,0.0259,0.2164,0.382
1.466000,0.3176,0.0442,0.1553,0.356
1.470000,0.3005,0.0530,0.0873,0.317
1.476000,0.2742,0.0690,0.0340,0.285
1.480000,0.2437,0.0755,0.0001,0.255
1.488000,0.2136,0.0725,-0.0430,0.230
1.489000,0.1790,0.0790,-0.1219,0.231
1.494000,0.1569,0.0808,-0.2293,0.289
1.500000,0.1495,0.0802,-0.3031,0.347
1.503000,0.1135,0.0868,-0.3122,0.343
1.510000,0.0489,0.0958,-0.2685,0.289
1.513000,0.0273,0.1120,-0.2177,0.246
1.518000,0.0390,0.1234,-0.2097,0.246
1.524000,0.0458,0.1396,-0.2112,0.257
1.528000,0.0308,0.1677,-0.2269,0.284
1.537000,0.0034,0.1910,-0.2758,0.336
1.538000,-0.0051,0.2047,-0.3486,0.404
1.542000,-0.0020,0.2112,-0.4021,0.454
1.563000,0.0054,0.2057,-0.4077,0.457
1.565000,0.0169,0.1940,-0.4035,0.448
1.565000,0.0350,0.1990,-0.3971,0.446
1.566000,0.0739,0.2016,-0.3553,0.415
1.566000,0.1048,0.1874,-0.2427,0.324
1.571000,0.1064,0.1687,-0.0763,0.214
1.576000,0.1265,0.1382,0.0818,0.204
1.580000,0.1697,0.1175,0.1844,0.277
1.585000,0.2050,0.0780,0.2701,0.348
1.590000,0.2398,0.0294,0.3362,0.414
1.595000,0.3050,-0.0022,0.3282,0.448
1.599000,0.3675,-0.0311,0.3061,0.479
1.605000,0.3606,-0.0360,0.3081,0.476
1.609000,0.3039,-0.0433,0.3315,0.452
1.614000,0.2881,-0.0599,0.3454,0.454
1.620000,0.3131,-0.0669,0.3452,0.471
1.624000,0.2928,-0.0762,0.3357,0.452
1.628000,0.2325,-0.0996,0.2979,0.391
1.641000,0.1702,-0.1109,0.2584,0.329
1.642000,0.1441,-0.1126,0.2123,0.280
1.643000,0.1660,-0.0976,0.1311,0.233
1.647000,0.1951,-0.0804,0.0485,0.216
1.653000,0.1766,-0.0846,-0.0262,0.198
1.658000,0.1490,-0.0936,-0.1240,0.215
1.662000,0.1671,-0.0858,-0.2164,0.287
1.674000,0.2022,-0.0781,-0.3249,0.391
1.675000,0.1970,-0.0753,-0.4256,0.475
1.678000,0.1280,-0.0678,-0.4594,0.482
1.688000,0.0618,-0.0841,-0.4720,0.483
1.689000,0.0175,-0.1027,-0.4967,0.507
1.692000,-0.0172,-0.1046,-0.5026,0.514
1.696000,-0.0184,-0.0804,-0.4805,0.488
1.706000,0.0087,-0.0517,-0.4780,0.481
1.707000,0.0189,-0.0375,-0.4402,0.442
1.712000,0.0146,-0.0235,-0.3436,0.345
1.724000,0.0482,-0.0073,-0.2552,0.260
1.726000,0.1267,0.0040,-0.1678,0.210
1.727000,0.1901,-0.0037,-0.0694,0.202
1.732000,0.1959,-0.0280,0.0236,0.199
1.742000,0.1752,-0.0735,0.0970,0.213
1.743000,0.1616,-0.1304,0.1820,0.276
1.745000,0.1979,-0.1773,0.2810,0.387
1.788000,0.2552,-0.2190,0.3487,0.484
1.789000,0.3051,-0.2508,0.3663,0.539
1.790000,0.3428,-0.2729,0.3747,0.577
1.790000,0.3472,-0.2970,0.3573,0.580
1.791000,0.3303,-0.3304,0.2834,0.546
1.791000,0.3043,-0.3588,0.1795,0.504
1.792000,0.2882,-0.3774,0.0433,0.477
1.792000,0.2701,-0.3768,-0.0964,0.474
1.793000,0.2428,-0.3762,-0.2161,0.497
1.793000,0.2232,-0.3757,-0.3446,0.557
1.797000,0.2111,-0.3729,-0.4749,0.640
1.802000,0.1970,-0.3773,-0.5740,0.715
1.808000,0.1665,-0.3769,-0.6706,0.787
1.812000,0.1102,-0.3886,-0.7627,0.863
1.819000,0.0567,-0.4121,-0.8312,0.929
1.823000,0.0178,-0.4260,-0.8408,0.943
1.827000,-0.0090,-0.3948,-0.7990,0.891
1.833000,-0.0168,-0.3545,-0.7560,0.835
1.837000,-0.0222,-0.3359,-0.7212,0.796
1.841000,-0.0347,-0.3128,-0.6587,0.730
1.847000,-0.0354,-0.2781,-0.5828,0.647
1.851000,-0.0266,-0.2365,-0.5338,0.584
1.856000,-0.0275,-0.2095,-0.5185,0.560
1.860000,-0.0476,-0.1922,-0.5175,0.554
1.865000,-0.0511,-0.1656,-0.5210,0.549
1.869000,-0.0023,-0.1225,-0.5600,0.573
1.875000,0.0771,-0.0679,-0.6103,0.619
1.880000,0.1226,-0.0066,-0.6577,0.669
1.885000,0.1417,0.0423,-0.6713,0.687
1.890000,0.1655,0.0648,-0.6490,0.673
1.895000,0.2058,0.0871,-0.6004,0.641
1.900000,0.2746,0.1116,-0.5209,0.599
1.904000,0.3455,0.1526,-0.4035,0.553
1.910000,0.3806,0.2029,-0.2555,0.501
1.915000,0.3730,0.2409,-0.1387,0.465
1.918000,0.3489,0.2598,-0.0789,0.442
1.924000,0.3276,0.2667,-0.0449,0.425
1.928000,0.3447,0.2593,-0.0318,0.433
1.937000,0.3786,0.2403,-0.0703,0.454
1.939000,0.3698,0.2380,-0.1201,0.456
1.943000,0.3495,0.2310,-0.1908,0.460
1.947000,0.3321,0.2123,-0.2704,0.478
1.962000,0.2602,0.1889,-0.3140,0.449
1.963000,0.1459,0.1395,-0.3837,0.434
1.964000,0.0751,0.0739,-0.4558,0.468
1.969000,0.0594,0.0373,-0.5064,0.511
1.972000,0.0699,0.0365,-0.5428,0.549
1.978000,0.0874,0.0476,-0.5438,0.553
1.982000,0.0787,0.0467,-0.5332,0.541
1.991000,0.0607,0.0268,-0.5039,0.508
1.992000,0.0500,0.0023,-0.4441,0.447
1.997000,0.0321,-0.0268,-0.3751,0.377
2.007000,0.0118,-0.0603,-0.2993,0.306
2.008000,0.0082,-0.0864,-0.2286,0.244
2.011000,0.0115,-0.0956,-0.1602,0.187
2.024000,0.0219,-0.1046,-0.0917,0.141
2.025000,0.0392,-0.1349,-0.0443,0.147
2.026000,0.0634,-0.1672,-0.0132,0.179
2.031000,0.0970,-0.1707,-0.0077,0.197
2.039000,0.1494,-0.1694,-0.0419,0.230
2.040000,0.1755,-0.1656,-0.1013,0.262
2.044000,0.1659,-0.1500,-0.1455,0.267
2.076000,0.1757,-0.1249,-0.1745,0.277
2.077000,0.2022,-0.0952,-0.2290,0.320
2.077000,0.2097,-0.0872,-0.3278,0.399
2.078000,0.1961,-0.0791,-0.4328,0.482
2.078000,0.1925,-0.0379,-0.5297,0.565
2.079000,0.2225,0.0220,-0.6138,0.653
2.079000,0.2478,0.0671,-0.6568,0.705
2.084000,0.2280,0.0858,-0.6779,0.720
2.088000,0.1847,0.0901,-0.7178,0.747
2.093000,0.1609,0.1015,-0.8003,0.823
2.098000,0.1587,0.1056,-0.8989,0.919
2.102000,0.1663,0.1073,-0.9949,1.014
2.107000,0.1597,0.0946,-1.1123,1.128
2.112000,0.1080,0.0843,-1.2318,1.239
2.117000,0.0543,0.0812,-1.3204,1.324
2.121000,0.0295,0.0946,-1.3476,1.351
2.126000,0.0429,0.1315,-1.3067,1.314
2.132000,0.0800,0.1775,-1.2314,1.247
2.136000,0.0907,0.1970,-1.0909,1.112
2.141000,0.1012,0.2043,-0.8928,0.921
2.146000,0.1235,0.2021,-0.6989,0.738
2.151000,0.1242,0.1880,-0.5137,0.561
2.156000,0.1008,0.1860,-0.2989,0.366
2.161000,0.0939,0.2078,-0.0638,0.237
2.167000,0.1083,0.2342,0.1277,0.288
2.170000,0.1176,0.2368,0.2811,0.386
2.176000,0.1005,0.2230,0.4371,0.501
2.180000,0.1025,0.2213,0.5818,0.631
2.185000,0.1781,0.2460,0.6773,0.742
2.190000,0.2653,0.2991,0.7479,0.848
2.195000,0.2974,0.3568,0.8031,0.928
2.201000,0.2818,0.4117,0.8028,0.945
2.204000,0.2117,0.4926,0.7352,0.910
2.210000,0.1301,0.6298,0.5769,0.864
2.214000,0.0776,0.7945,0.2974,0.852
2.218000,0.0589,0.9128,-0.0981,0.920
2.224000,0.0692,0.9351,-0.5569,1.091
2.229000,0.0513,0.8812,-0.9864,1.324
2.237000,-0.0256,0.7874,-1.3515,1.564
2.238000,-0.1182,0.7061,-1.6199,1.771
2.243000,-0.1624,0.6895,-1.7447,1.883
2.266000,-0.1463,0.7228,-1.7011,1.854
2.267000,-0.0966,0.7343,-1.5093,1.681
2.268000,-0.0966,0.7196,-1.1678,1.375
2.268000,-0.1605,0.7311,-0.6824,1.013
2.268000,-0.1858,0.7473,-0.1442,0.783
2.272000,-0.1754,0.7633,0.3516,0.858
2.277000,-0.1652,0.7697,0.7271,1.072
2.282000,-0.1602,0.7238,0.9570,1.211
2.291000,-0.1676,0.6380,1.0662,1.254
2.291000,-0.1707,0.5195,1.0649,1.197
2.296000,-0.1742,0.4043,0.9847,1.079
2.309000,-0.1924,0.2971,0.8952,0.963
2.310000,-0.2204,0.1884,0.8178,0.868
2.311000,-0.2343,0.0924,0.7453,0.787
2.315000,-0.2270,0.0256,0.7253,0.760
2.325000,-0.1961,-0.0288,0.7790,0.804
2.326000,-0.1251,-0.0898,0.8633,0.877
2.331000,-0.0641,-0.1621,0.9615,0.977
2.341000,-0.0511,-0.2291,1.0737,1.099
2.342000,-0.0572,-0.2882,1.1668,1.203
2.344000,-0.0682,-0.3301,1.2672,1.311
2.376000,-0.0796,-0.3527,1.4088,1.454
2.376000,-0.0887,-0.3679,1.5708,1.616
2.377000,-0.1051,-0.3805,1.7295,1.774
2.377000,-0.1528,-0.3977,1.8609,1.909
2.378000,-0.2318,-0.4170,1.9508,2.008
2.378000,-0.3184,-0.4456,1.9943,2.068
2.379000,-0.3308,-0.4813,1.9628,2.048
2.384000,-0.3192,-0.5071,1.8822,1.975
2.388000,-0.3865,-0.5327,1.7787,1.897
2.393000,-0.5065,-0.5774,1.5945,1.770
2.397000,-0.6672,-0.6292,1.3410,1.625
2.403000,-0.8259,-0.6857,1.0778,1.521
2.408000,-0.9226,-0.7256,0.8356,1.441
2.412000,-0.9526,-0.7296,0.6142,1.348
2.420000,-0.9732,-0.7004,0.4204,1.271
2.423000,-1.0230,-0.6522,0.2421,1.237
2.427000,-1.0395,-0.5948,0.0480,1.199
2.450000,-1.0156,-0.5186,-0.1835,1.155
2.451000,-1.0255,-0.4475,-0.4264,1.197
2.451000,-1.0353,-0.3793,-0.6017,1.256
2.452000,-0.9925,-0.2492,-0.7096,1.245
2.452000,-0.9205,-0.1028,-0.7668,1.202
2.456000,-0.8650,0.0144,-0.7732,1.160
2.462000,-0.7994,0.1170,-0.7118,1.077
2.466000,-0.7166,0.2072,-0.6209,0.971
2.471000,-0.6621,0.2805,-0.5170,0.886
2.476000,-0.6550,0.3249,-0.3639,0.817
2.480000,-0.6573,0.3452,-0.1905,0.766
2.485000,-0.6426,0.3534,-0.0181,0.734
2.489000,-0.6111,0.3495,0.1727,0.725
2.494000,-0.5653,0.3218,0.3796,0.753
2.499000,-0.5317,0.2772,0.5811,0.835
2.504000,-0.4936,0.2423,0.7847,0.958
2.509000,-0.4463,0.2194,0.9978,1.115
2.514000,-0.4161,0.1799,1.2017,1.284
2.519000,-0.4128,0.1261,1.3821,1.448
2.523000,-0.4053,0.0773,1.5178,1.573
2.528000,-0.3794,0.0455,1.6044,1.649
2.545000,-0.3372,0.0233,1.6682,1.702
2.546000,-0.2691,0.0086,1.6759,1.697
2.547000,-0.1918,-0.0155,1.6038,1.615
2.548000,-0.1458,-0.0538,1.4851,1.493
2.552000,-0.1383,-0.0847,1.3318,1.342
2.557000,-0.1309,-0.1178,1.1579,1.171
2.562000,-0.0973,-0.1581,0.9656,0.983
2.568000,-0.0565,-0.2054,0.7762,0.805
2.572000,-0.0229,-0.2670,0.6253,0.680
2.577000,0.0035,-0.3405,0.4984,0.604
2.582000,-0.0082,-0.4163,0.3882,0.569
2.588000,-0.0104,-0.4825,0.2947,0.565
2.591000,0.0089,-0.5414,0.2178,0.584
2.596000,-0.0029,-0.5836,0.1408,0.600
2.601000,-0.0362,-0.6281,0.0445,0.631
2.606000,-0.0527,-0.6703,-0.0832,0.678
2.610000,-0.0717,-0.6933,-0.2208,0.731
2.615000,-0.1123,-0.7164,-0.3589,0.809
