time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.006000,0.4565,0.5147,0.0010,0.688
0.007000,0.6813,0.8475,0.3789,1.151
0.013000,0.9731,1.1151,0.7109,1.642
0.026000,0.9568,1.0960,1.1390,1.848
0.033000,0.9217,1.0119,1.5707,2.083
0.044000,0.8507,0.7515,1.7891,2.119
0.053000,0.8702,0.4988,1.8926,2.142
0.063000,0.8654,0.3237,2.2799,2.460
0.086000,0.8600,0.2188,1.9565,2.148
0.087000,0.7117,0.1688,1.6640,1.818
0.093000,0.5461,0.2653,1.3556,1.485
0.104000,0.3044,0.3865,1.0162,1.129
0.113000,0.0326,0.3518,0.4540,0.575
0.124000,-0.3284,0.1959,-0.3580,0.524
0.133000,-1.2171,-0.2349,-0.6182,1.385
0.143000,-1.7534,-0.4361,-0.6898,1.934
0.153000,-2.6080,-0.9615,-0.4333,2.813
0.163000,-2.9739,-1.2866,-0.4525,3.272
0.177000,-2.8661,-1.5362,0.1142,3.254
0.183000,-2.7326,-1.8188,0.6004,3.337
0.193000,-2.5402,-1.9871,0.8551,3.337
0.203000,-1.9571,-1.9497,1.0263,2.947
0.213000,-1.6129,-1.6686,2.4870,3.402
0.224000,-2.3975,-1.7787,3.9591,4.958
0.233000,-2.2556,-2.3357,1.6686,3.651
0.243000,-0.5964,-2.2430,-0.3389,2.346
0.253000,-0.8976,-1.9023,2.0271,2.921
0.263000,-1.6539,-1.9149,1.0935,2.756
0.273000,-1.0032,-2.0590,-1.0507,2.520
0.286000,-0.6857,-1.7920,-1.4744,2.420
0.294000,-0.8996,-1.4553,-1.6675,2.389
0.303000,-0.8298,-1.1203,-1.5825,2.109
0.314000,-0.4520,-0.7603,-1.1841,1.478
0.325000,0.0709,-0.4912,-1.0231,1.137
0.334000,0.3662,-0.5715,-1.0048,1.213
0.344000,0.5166,-0.3875,-0.6433,0.912
0.354000,1.1484,-0.0797,-1.8500,2.179
0.364000,1.1399,0.1079,-2.2336,2.510
0.388000,0.9982,0.2458,-2.3103,2.529
0.390000,1.3048,0.3341,-1.2209,1.818
0.394000,2.0201,0.6097,1.2027,2.429
0.404000,2.4790,1.0127,3.0567,4.064
0.418000,2.6950,1.3164,1.9372,3.571
0.425000,2.5101,1.4885,0.0504,2.919
0.434000,2.0640,1.5091,-1.3067,2.871
0.444000,1.7840,1.5938,-2.3907,3.382
0.454000,2.6202,2.2642,-4.3139,5.532
0.464000,2.0223,1.7743,-4.4382,5.190
0.480000,0.9818,1.2618,-3.5296,3.875
0.484000,1.1282,0.9587,-2.2326,2.679
0.505000,1.3506,0.5706,-1.0486,1.803
0.507000,1.3815,0.1817,0.0131,1.393
0.517000,1.5336,-0.0326,0.9195,1.788
0.524000,1.9524,0.1065,0.9699,2.183
0.533000,2.2361,0.3540,0.3110,2.285
0.543000,1.9348,0.2916,-0.3875,1.995
0.553000,1.3341,0.1277,-0.8012,1.561
0.564000,0.7520,0.0357,-1.0414,1.285
0.573000,0.1839,-0.0286,-1.3673,1.380
0.584000,0.9333,-0.1558,-2.2673,2.457
0.608000,0.4829,-0.2321,-2.4376,2.496
0.611000,-0.9315,-0.1217,-2.1835,2.377
0.614000,-2.0057,0.3507,-1.4601,2.505
0.624000,-2.1616,0.6974,-1.0782,2.514
0.633000,-1.6139,0.7099,-1.1765,2.120
0.644000,-0.2166,0.4898,0.0640,0.539
0.653000,1.2703,0.1327,3.4926,3.719
0.664000,2.9033,0.2518,5.5673,6.284
0.674000,2.1578,0.0221,4.0542,4.593
0.684000,0.4454,-0.2973,2.0142,2.084
0.705000,-0.6110,-0.4460,0.1383,0.769
0.707000,-0.5047,-0.3911,-1.6820,1.799
0.715000,-0.7189,-0.2586,-2.7569,2.861
0.724000,-1.2940,-0.2296,-3.3620,3.610
0.733000,-1.6640,-0.1998,-3.3950,3.786
0.743000,-1.2611,-0.0979,-3.1610,3.405
0.753000,-0.5318,0.0430,-2.5147,2.571
0.763000,0.1080,0.1736,-1.7253,1.737
0.773000,0.6168,0.2995,-1.1253,1.318
0.788000,0.8954,0.3715,-0.6418,1.163
0.815000,0.8973,0.2585,-0.0070,0.934
