time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.624000,0.0789,-0.0577,0.0664,0.118
0.641000,0.1135,0.0131,0.0420,0.122
0.642000,0.0910,0.0453,0.0106,0.102
0.643000,0.0996,0.0559,0.0247,0.117
0.644000,0.0963,0.0592,0.0267,0.116
0.649000,0.1049,0.0531,0.0096,0.118
0.655000,0.0754,0.0566,-0.0005,0.094
0.663000,0.0842,0.0577,0.0323,0.107
0.667000,0.0810,0.0612,0.0671,0.122
0.670000,0.0802,0.0504,0.0305,0.100
0.676000,0.0676,0.0467,0.0299,0.087
0.680000,0.0695,0.0598,-0.0016,0.092
0.685000,0.0690,0.0276,-0.0117,0.075
0.690000,0.0637,0.0100,-0.0476,0.080
0.696000,0.0514,-0.0194,-0.0906,0.106
0.700000,0.0725,-0.0366,-0.0833,0.116
0.706000,0.0911,-0.0274,-0.1191,0.152
0.721000,0.1025,-0.0564,-0.1284,0.174
0.722000,0.1449,-0.0185,-0.1307,0.196
0.723000,0.1300,-0.0261,-0.0831,0.156
0.726000,0.1082,-0.0384,-0.0857,0.143
0.740000,0.1249,-0.0245,-0.0622,0.142
0.742000,0.0774,-0.0178,-0.0199,0.082
0.743000,0.0566,-0.0326,-0.0040,0.065
0.747000,0.0194,-0.0210,0.0045,0.029
0.750000,-0.0031,-0.0025,0.0033,0.005
0.757000,0.0030,-0.0173,-0.0168,0.024
0.762000,-0.0100,-0.0367,-0.0108,0.040
0.766000,-0.0016,-0.0274,0.0355,0.045
0.771000,0.0138,-0.0324,0.1051,0.111
0.780000,0.0339,-0.0469,0.1647,0.175
0.781000,0.0400,-0.0829,0.1056,0.140
0.786000,-0.0036,-0.1355,0.0524,0.145
0.791000,-0.0304,-0.1523,-0.1376,0.207
0.798000,0.0113,-0.1474,-0.3381,0.369
0.801000,0.1350,-0.1231,-0.2412,0.303
0.806000,0.2576,-0.1246,-0.0891,0.300
0.823000,0.2891,-0.1735,0.0234,0.338
0.827000,0.1684,-0.2248,0.0125,0.281
0.828000,0.0651,-0.1882,-0.0616,0.208
0.829000,0.0079,-0.1138,-0.1066,0.156
0.836000,-0.0367,-0.1302,-0.0495,0.144
0.837000,-0.0735,-0.1701,0.0878,0.205
0.842000,-0.1337,-0.1813,0.1837,0.291
0.847000,-0.1528,-0.1784,0.3079,0.387
0.852000,-0.0980,-0.2232,0.3889,0.459
0.858000,-0.0816,-0.2704,0.3986,0.489
0.863000,-0.1005,-0.3079,0.2544,0.412
0.867000,-0.1118,-0.3356,0.1589,0.388
0.873000,-0.1773,-0.3322,0.0999,0.390
0.878000,-0.1757,-0.3407,0.0342,0.385
0.883000,-0.2263,-0.3778,0.0262,0.441
0.888000,-0.2337,-0.3433,0.0923,0.425
0.893000,-0.2244,-0.3069,0.1320,0.402
0.898000,-0.2152,-0.2711,0.1552,0.379
0.904000,-0.1919,-0.2451,0.2854,0.422
0.908000,-0.1497,-0.1577,0.3507,0.413
0.916000,-0.1125,-0.0261,0.4089,0.425
0.919000,-0.1349,0.0638,0.5336,0.554
0.925000,-0.1593,0.1765,0.6363,0.679
0.932000,-0.1573,0.2500,0.7007,0.760
0.933000,-0.1814,0.3274,0.7083,0.801
0.940000,-0.1982,0.3492,0.6785,0.788
0.946000,-0.1914,0.2923,0.5901,0.686
0.950000,-0.2155,0.2286,0.5100,0.599
0.954000,-0.2299,0.1676,0.4783,0.557
0.960000,-0.2061,0.0478,0.4398,0.488
0.964000,-0.2466,-0.0829,0.4374,0.509
0.970000,-0.2297,-0.2506,0.4706,0.581
0.975000,-0.2271,-0.4026,0.4751,0.663
0.980000,-0.2338,-0.5155,0.4183,0.704
0.985000,-0.2641,-0.5870,0.3879,0.752
0.990000,-0.3130,-0.6699,0.3768,0.830
0.994000,-0.3423,-0.7448,0.3467,0.890
1.001000,-0.3759,-0.7621,0.3809,0.931
1.005000,-0.4279,-0.7506,0.4193,0.960
1.010000,-0.4580,-0.6988,0.4501,0.949
1.016000,-0.4712,-0.6046,0.5281,0.931
1.023000,-0.4318,-0.5160,0.6007,0.902
1.024000,-0.3643,-0.4233,0.6634,0.867
1.030000,-0.3354,-0.2959,0.6782,0.812
1.034000,-0.3115,-0.1625,0.7287,0.809
1.041000,-0.2925,-0.0539,0.7288,0.787
1.046000,-0.2189,0.0942,0.7502,0.787
1.051000,-0.1721,0.1889,0.7807,0.822
1.055000,-0.0880,0.2924,0.8275,0.882
1.060000,-0.0404,0.3786,0.8736,0.953
1.066000,0.0374,0.4569,0.8526,0.968
1.071000,0.0765,0.4895,0.8058,0.946
1.076000,0.1246,0.5028,0.7995,0.953
1.080000,0.1578,0.5686,0.7926,0.988
1.086000,0.1931,0.5272,0.8018,0.979
1.091000,0.2375,0.4388,0.8556,0.990
1.097000,0.2552,0.3442,0.8444,0.947
1.101000,0.2892,0.2409,0.8356,0.916
1.107000,0.2612,0.0838,0.8363,0.880
1.111000,0.2073,-0.0932,0.7774,0.810
1.116000,0.1992,-0.2663,0.6593,0.738
1.125000,0.1889,-0.3808,0.6108,0.744
1.126000,0.1149,-0.5299,0.6290,0.830
1.131000,0.0608,-0.6991,0.6469,0.954
1.135000,-0.0189,-0.8122,0.6622,1.048
1.142000,-0.0980,-0.9078,0.6442,1.117
1.147000,-0.1171,-0.9955,0.6193,1.178
1.151000,-0.1577,-1.0611,0.5971,1.228
1.156000,-0.1413,-1.0882,0.5656,1.235
1.163000,-0.1562,-1.1316,0.4701,1.235
1.167000,-0.1783,-1.1366,0.4157,1.223
1.172000,-0.1838,-1.1082,0.3402,1.174
1.177000,-0.1896,-1.1061,0.4028,1.192
1.182000,-0.1718,-1.0493,0.4601,1.159
1.188000,-0.1852,-0.9788,0.5121,1.120
1.192000,-0.2200,-0.9397,0.5567,1.114
1.197000,-0.2189,-0.8583,0.6129,1.077
1.202000,-0.2489,-0.7277,0.6094,0.981
1.208000,-0.3192,-0.6552,0.6393,0.969
1.213000,-0.3368,-0.5857,0.6901,0.966
1.218000,-0.3472,-0.5239,0.6860,0.930
1.223000,-0.3695,-0.4840,0.7390,0.958
1.228000,-0.3777,-0.3756,0.7300,0.904
1.234000,-0.3431,-0.3205,0.7473,0.883
1.236000,-0.3492,-0.3299,0.7336,0.877
1.243000,-0.3744,-0.3345,0.7272,0.884
1.251000,-0.3401,-0.3321,0.6831,0.832
1.252000,-0.3371,-0.3272,0.6346,0.790
1.258000,-0.2914,-0.3439,0.5960,0.747
1.263000,-0.2175,-0.3580,0.5815,0.717
1.268000,-0.1726,-0.3600,0.5907,0.713
1.274000,-0.1777,-0.3644,0.5903,0.716
1.278000,-0.1613,-0.3569,0.5946,0.712
1.284000,-0.1709,-0.3494,0.6179,0.730
1.289000,-0.2161,-0.3466,0.6074,0.732
1.294000,-0.2085,-0.3461,0.6039,0.727
1.301000,-0.2342,-0.3171,0.6289,0.742
1.304000,-0.1885,-0.3311,0.6465,0.750
1.309000,-0.1622,-0.2783,0.6208,0.699
1.317000,-0.1384,-0.2877,0.5881,0.669
1.319000,-0.1623,-0.2946,0.6007,0.688
1.325000,-0.1338,-0.3038,0.5918,0.679
1.334000,-0.1531,-0.2393,0.6282,0.689
1.335000,-0.1486,-0.2513,0.5786,0.648
1.339000,-0.1252,-0.2252,0.5602,0.617
1.345000,-0.1093,-0.1660,0.5895,0.622
1.350000,-0.0888,-0.1310,0.6162,0.636
1.354000,-0.0423,-0.0679,0.6736,0.678
1.359000,-0.0555,-0.0386,0.6712,0.675
1.365000,-0.0044,-0.0215,0.6880,0.688
1.370000,-0.0153,-0.0118,0.6837,0.684
1.377000,-0.0118,0.0382,0.6962,0.697
1.379000,0.0037,0.0924,0.6730,0.679
1.385000,0.0095,0.1225,0.6715,0.683
1.390000,0.0107,0.1641,0.7460,0.764
1.395000,-0.0378,0.2411,0.8007,0.837
1.400000,-0.0786,0.2890,0.8858,0.935
1.407000,-0.1261,0.3531,0.9512,1.022
1.410000,-0.2037,0.4429,1.0753,1.181
1.416000,-0.2638,0.5271,1.1818,1.321
1.420000,-0.2691,0.6130,1.2399,1.409
1.426000,-0.2979,0.6957,1.3072,1.510
1.429000,-0.2906,0.8038,1.3220,1.574
1.435000,-0.3163,0.8563,1.3319,1.615
1.441000,-0.3391,0.8703,1.3727,1.660
1.446000,-0.3782,0.8795,1.3515,1.656
1.453000,-0.4074,0.8221,1.3018,1.593
1.456000,-0.5194,0.7439,1.2594,1.552
1.460000,-0.5262,0.7853,1.1764,1.509
1.467000,-0.3316,0.8622,1.1697,1.491
1.471000,-0.1459,0.9600,1.2458,1.580
1.476000,-0.2320,0.9931,1.3563,1.697
1.480000,-0.3122,1.0973,1.4274,1.827
1.487000,-0.3065,1.2412,1.4286,1.917
1.492000,-0.2825,1.3769,1.4391,2.012
1.497000,-0.1926,1.4498,1.4396,2.052
1.501000,-0.2104,1.4724,1.3707,2.023
1.507000,-0.3135,1.4474,1.2545,1.941
1.512000,-0.3303,1.4894,1.1316,1.899
1.517000,-0.1607,1.4513,1.0499,1.798
1.522000,0.0253,1.3200,0.9895,1.650
1.528000,0.1061,1.1699,0.9264,1.496
1.535000,0.0605,1.1231,0.8340,1.400
1.536000,0.0199,1.1076,0.7820,1.356
1.541000,0.0078,0.9607,0.7395,1.212
1.548000,0.0793,0.8499,0.6226,1.056
1.551000,0.0073,0.8351,0.5220,0.985
1.557000,-0.0787,0.8014,0.4380,0.917
1.561000,-0.2101,0.8085,0.3729,0.915
1.566000,-0.3082,0.7582,0.3388,0.886
1.573000,-0.3108,0.6745,0.2210,0.775
1.577000,-0.3258,0.6340,0.1704,0.733
1.582000,-0.3577,0.5863,0.0147,0.687
1.588000,-0.3015,0.5937,-0.1673,0.687
1.593000,-0.2552,0.5773,-0.3518,0.723
1.598000,-0.1686,0.5659,-0.5292,0.793
1.602000,-0.0318,0.5619,-0.7263,0.919
1.608000,-0.0435,0.6156,-0.9070,1.097
1.612000,-0.1339,0.5788,-0.9763,1.143
1.618000,-0.3078,0.4899,-1.0466,1.196
1.623000,-0.3764,0.4924,-1.1299,1.289
1.628000,-0.2758,0.4857,-1.2259,1.347
1.634000,-0.0993,0.3979,-1.3392,1.401
1.637000,-0.0425,0.2913,-1.4530,1.482
1.643000,-0.0716,0.1589,-1.5673,1.577
1.652000,-0.1170,-0.0258,-1.7443,1.748
1.653000,-0.1406,-0.2195,-1.8978,1.916
1.658000,-0.1212,-0.4152,-1.9847,2.031
1.663000,-0.1712,-0.5481,-2.0028,2.083
1.668000,-0.2307,-0.7141,-1.9976,2.134
1.674000,-0.2663,-0.9084,-1.9232,2.144
1.678000,-0.1727,-0.9422,-1.8609,2.093
1.683000,-0.0674,-1.0122,-1.6949,1.975
1.689000,0.0207,-1.2620,-1.5493,1.998
1.693000,0.1684,-1.4378,-1.5320,2.108
1.699000,0.3039,-1.4274,-1.4534,2.060
1.704000,0.4920,-1.4391,-1.3759,2.051
1.708000,0.6538,-1.4586,-1.3087,2.066
1.715000,0.8442,-1.4955,-1.2784,2.141
1.719000,0.9893,-1.5378,-1.1387,2.154
1.724000,1.0962,-1.5187,-1.0594,2.152
1.731000,1.1580,-1.4311,-1.0976,2.143
1.733000,1.2028,-1.3469,-1.0978,2.113
1.740000,1.2591,-1.1797,-1.0773,2.034
1.745000,1.2910,-1.0655,-1.0707,1.987
1.749000,1.3512,-0.9972,-0.9105,1.910
1.755000,1.3777,-0.8503,-0.8716,1.839
1.759000,1.3395,-0.6753,-0.8701,1.734
1.764000,1.2172,-0.4577,-0.8154,1.535
1.770000,1.1497,-0.2142,-0.6120,1.320
1.775000,1.0104,0.0529,-0.3942,1.086
1.782000,0.9311,0.2523,-0.3148,1.015
1.784000,0.8421,0.4177,-0.2250,0.967
1.791000,0.6883,0.6518,-0.0960,0.953
1.795000,0.6036,0.8758,0.0024,1.064
1.800000,0.5425,0.9630,0.0150,1.105
1.806000,0.4645,1.0213,0.0924,1.126
1.810000,0.4102,0.9669,0.0602,1.052
1.819000,0.4034,0.7737,-0.0386,0.873
1.821000,0.3964,0.4920,-0.1607,0.652
1.825000,0.4107,0.1724,-0.3663,0.577
1.833000,0.4249,-0.1371,-0.4736,0.651
1.835000,0.4317,-0.4726,-0.5426,0.839
1.840000,0.4504,-0.8146,-0.6334,1.126
1.845000,0.4213,-1.0961,-0.6243,1.330
1.852000,0.4380,-1.3604,-0.6155,1.556
1.855000,0.3904,-1.5666,-0.6098,1.726
1.861000,0.3195,-1.7365,-0.5950,1.863
1.866000,0.2277,-1.9585,-0.5404,2.044
1.873000,0.1173,-2.0985,-0.6135,2.190
1.876000,0.1318,-2.0873,-0.6730,2.197
1.883000,0.1058,-2.1884,-0.6589,2.288
1.886000,0.0707,-2.2003,-0.6316,2.290
1.893000,0.0481,-2.1378,-0.6098,2.224
1.898000,0.0281,-2.0272,-0.5841,2.110
1.902000,0.0586,-1.9188,-0.5141,1.987
1.907000,0.1179,-1.8819,-0.4305,1.934
1.912000,0.1487,-1.8211,-0.3236,1.856
1.917000,0.2204,-1.7458,-0.2482,1.777
1.922000,0.2588,-1.6800,-0.1543,1.707
1.927000,0.3550,-1.6022,-0.1086,1.645
1.935000,0.3918,-1.5770,-0.0419,1.626
1.941000,0.4146,-1.5278,0.0411,1.584
1.941000,0.4256,-1.4737,0.0853,1.536
1.959000,0.5041,-1.4266,0.1145,1.517
1.961000,0.5826,-1.3724,0.1411,1.498
1.961000,0.6086,-1.3133,0.1817,1.459
1.961000,0.6276,-1.2853,0.1696,1.440
1.968000,0.6683,-1.2574,0.0857,1.427
1.974000,0.8119,-1.2702,-0.0077,1.508
1.977000,0.8743,-1.1873,-0.0557,1.475
1.982000,0.8320,-1.1186,-0.0872,1.397
1.987000,0.7422,-1.1121,-0.1382,1.344
1.994000,0.7029,-1.0721,-0.1629,1.292
1.997000,0.7663,-1.0344,-0.2260,1.307
2.003000,0.8507,-0.9896,-0.1936,1.319
2.008000,0.9301,-0.8874,-0.1755,1.297
2.013000,0.9401,-0.8091,-0.1889,1.255
2.019000,1.0409,-0.6876,-0.2268,1.268
2.023000,1.0508,-0.5182,-0.2390,1.196
2.028000,1.0249,-0.3655,-0.2017,1.107
2.040000,0.9276,-0.1935,-0.1986,0.968
2.041000,0.8424,-0.0048,-0.1364,0.853
2.042000,0.7665,0.2007,-0.0032,0.792
2.050000,0.7384,0.3871,0.1625,0.849
2.053000,0.6935,0.5759,0.2484,0.935
2.059000,0.6533,0.8292,0.3220,1.104
2.062000,0.6225,1.0536,0.2970,1.259
2.068000,0.6487,1.2636,0.2357,1.440
2.075000,0.7107,1.5047,0.3100,1.693
2.079000,0.7653,1.7411,0.3857,1.941
2.083000,0.7124,1.9680,0.5536,2.165
2.089000,0.5949,2.1328,0.8351,2.367
2.095000,0.7598,2.0657,1.1993,2.507
2.100000,0.8964,2.2619,1.2971,2.757
2.104000,0.7462,2.5325,1.2504,2.921
2.110000,0.5718,2.5784,1.2143,2.907
2.118000,0.5043,2.6681,1.2599,2.993
2.120000,0.5247,2.7849,1.3198,3.126
2.124000,0.4658,2.9168,1.5142,3.319
2.129000,0.3753,3.0848,1.8176,3.600
2.143000,0.2888,3.2883,1.9799,3.849
2.144000,0.1893,3.4934,1.8778,3.971
2.145000,0.1417,3.7314,1.5042,4.026
2.150000,0.0840,4.0406,1.0576,4.178
2.155000,-0.0121,4.3090,0.7692,4.377
2.160000,-0.0603,4.4455,0.6866,4.499
2.165000,-0.0295,4.5555,0.6716,4.605
2.169000,0.0128,4.5836,0.6383,4.628
2.177000,0.0858,4.4509,0.4412,4.474
2.179000,0.1799,4.0332,0.1068,4.039
2.185000,0.2619,3.5920,-0.3872,3.622
2.190000,0.1913,3.2305,-0.8547,3.347
2.196000,0.1211,2.7766,-1.3297,3.081
2.201000,-0.0304,2.1609,-1.5632,2.667
2.206000,-0.1536,1.6303,-1.7329,2.384
2.211000,-0.2316,1.1532,-1.9294,2.260
2.218000,-0.3272,0.6603,-2.0498,2.178
2.220000,-0.3924,0.2546,-2.0941,2.146
2.225000,-0.3911,-0.1193,-2.0623,2.102
2.230000,-0.4239,-0.5166,-1.9899,2.099
2.238000,-0.5551,-0.8082,-1.8814,2.122
2.240000,-0.6772,-0.9706,-1.8249,2.175
2.246000,-0.7755,-1.0205,-1.9184,2.307
2.251000,-0.8855,-1.0230,-1.9200,2.349
2.257000,-0.9950,-0.9755,-1.9614,2.406
2.261000,-1.1063,-0.8853,-1.9637,2.422
2.266000,-1.1548,-0.6808,-1.7879,2.235
2.271000,-1.1165,-0.4509,-1.4554,1.889
2.278000,-0.9844,-0.2008,-1.1689,1.541
2.282000,-0.9117,0.0334,-0.9470,1.315
2.287000,-0.8291,0.2300,-0.7916,1.169
2.291000,-0.7509,0.4322,-0.8368,1.205
2.298000,-0.6486,0.5874,-1.0278,1.350
2.302000,-0.5126,0.7272,-1.1565,1.459
2.307000,-0.3692,0.7870,-1.2333,1.509
2.312000,-0.2781,0.8032,-1.2919,1.546
2.317000,-0.2417,0.7422,-1.2512,1.475
2.323000,-0.2310,0.6952,-1.1568,1.369
2.328000,-0.2080,0.5878,-1.0182,1.194
2.336000,-0.2874,0.5015,-1.0030,1.158
2.337000,-0.3091,0.3408,-1.0491,1.146
2.341000,-0.3641,0.1440,-1.0512,1.122
2.356000,-0.3594,-0.0479,-1.0720,1.132
2.357000,-0.4098,-0.2326,-1.1593,1.251
2.358000,-0.4269,-0.4529,-1.2562,1.402
2.362000,-0.4205,-0.6370,-1.3338,1.537
2.368000,-0.3786,-0.7992,-1.4690,1.715
2.374000,-0.3730,-1.0064,-1.5328,1.871
2.379000,-0.3896,-1.2179,-1.5298,1.994
2.382000,-0.3637,-1.4651,-1.5724,2.180
2.387000,-0.2694,-1.6256,-1.6438,2.327
2.393000,-0.1759,-1.7620,-1.6793,2.440
2.398000,-0.1454,-1.9508,-1.6886,2.584
2.404000,-0.1345,-2.0601,-1.7415,2.701
2.408000,-0.1121,-2.1285,-1.7635,2.766
2.413000,-0.0254,-2.2372,-1.7452,2.838
2.420000,0.0204,-2.3480,-1.7178,2.909
2.423000,0.0711,-2.4130,-1.6958,2.950
2.429000,0.0455,-2.4417,-1.6433,2.944
2.434000,0.0989,-2.4510,-1.5771,2.916
2.441000,0.1932,-2.3860,-1.4827,2.816
2.443000,0.2569,-2.3662,-1.3244,2.724
2.464000,0.1871,-2.3846,-1.1880,2.671
2.465000,0.1013,-2.3481,-1.1186,2.603
2.466000,0.0209,-2.3141,-1.0898,2.558
2.466000,-0.0161,-2.2634,-1.1184,2.525
2.468000,-0.0502,-2.1744,-1.1758,2.472
2.474000,-0.0889,-2.0519,-1.1260,2.342
2.480000,-0.0530,-1.9197,-1.0479,2.188
2.483000,-0.0814,-1.8116,-0.8625,2.008
2.489000,-0.1189,-1.6963,-0.6966,1.838
2.494000,-0.1296,-1.6004,-0.5595,1.700
2.500000,-0.1255,-1.4809,-0.4819,1.562
2.505000,-0.1783,-1.3353,-0.4857,1.432
2.510000,-0.2712,-1.1492,-0.4535,1.265
2.519000,-0.3109,-1.0254,-0.4720,1.171
2.520000,-0.3191,-0.9735,-0.4021,1.101
2.530000,-0.3917,-0.8856,-0.3398,1.026
2.530000,-0.4114,-0.7809,-0.2372,0.914
2.540000,-0.4450,-0.7027,-0.1563,0.846
2.541000,-0.4737,-0.6341,-0.0924,0.797
2.544000,-0.5023,-0.5654,-0.0863,0.761
2.549000,-0.5475,-0.5518,0.0248,0.778
2.554000,-0.5900,-0.5285,-0.0032,0.792
2.561000,-0.6394,-0.5098,-0.0150,0.818
2.565000,-0.7101,-0.4764,0.0035,0.855
2.570000,-0.7256,-0.4570,0.0353,0.858
2.575000,-0.7624,-0.4277,0.0064,0.874
2.582000,-0.8112,-0.4124,0.0196,0.910
2.586000,-0.9149,-0.3489,0.0892,0.983
2.590000,-0.8846,-0.2658,0.1601,0.937
2.596000,-0.8446,-0.1634,0.2683,0.901
2.601000,-0.7899,-0.0369,0.2896,0.842
2.607000,-0.7683,0.1062,0.2248,0.808
2.610000,-0.7561,0.2538,0.1076,0.805
2.619000,-0.7175,0.4469,0.0236,0.846
2.627000,-0.6507,0.6880,-0.0016,0.947
2.628000,-0.5466,0.9008,0.0889,1.057
2.641000,-0.4504,1.1019,0.3646,1.245
2.642000,-0.4265,1.2527,0.5272,1.424
2.642000,-0.5584,1.3960,0.5896,1.615
2.646000,-0.6671,1.6634,0.6376,1.902
2.651000,-0.7544,1.8540,0.7621,2.142
2.656000,-0.9155,1.9988,0.7720,2.330
2.663000,-1.1475,2.1574,0.6341,2.525
2.666000,-1.3714,2.2797,0.4063,2.691
2.671000,-1.4769,2.3442,0.1312,2.774
2.678000,-1.4613,2.4567,-0.0339,2.859
2.682000,-1.4440,2.5073,-0.0228,2.893
2.687000,-1.3032,2.4747,0.1660,2.802
2.692000,-1.0873,2.4574,0.5131,2.736
2.696000,-0.7870,2.5031,0.8245,2.750
2.703000,-0.4582,2.5616,1.0259,2.797
2.708000,-0.3047,2.5873,1.2635,2.895
2.712000,-0.2148,2.7073,1.6066,3.155
2.720000,-0.0095,2.8994,2.1681,3.620
2.723000,0.2756,3.0172,2.7789,4.111
2.726000,0.4471,3.0223,2.7987,4.143
2.739000,0.4542,2.8285,2.2450,3.640
2.740000,0.3346,2.7618,1.4887,3.155
2.743000,0.2675,2.8511,0.7875,2.970
2.748000,0.1404,2.8788,0.4111,2.911
2.752000,0.0520,2.9144,0.1867,2.921
2.758000,0.0364,3.0322,0.1188,3.035
