time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.005000,-0.1730,0.0798,-0.2575,0.320
0.006000,-0.1919,0.0856,-0.2265,0.309
0.007000,-0.1441,0.0319,-0.2480,0.289
0.009000,-0.0683,0.0333,-0.1483,0.167
0.016000,-0.0453,0.0441,-0.1229,0.138
0.024000,0.0276,0.0026,-0.1331,0.136
0.024000,-0.0259,-0.0078,-0.2452,0.247
0.030000,-0.1240,0.0295,-0.3828,0.403
0.034000,-0.1598,0.0215,-0.4866,0.513
0.039000,-0.1027,-0.0122,-0.4504,0.462
0.044000,-0.1223,-0.0407,-0.3345,0.358
0.050000,-0.1087,-0.0238,-0.1700,0.203
0.055000,-0.1002,-0.0022,-0.0853,0.132
0.060000,-0.1275,0.0214,-0.0770,0.151
0.065000,-0.1071,-0.0051,-0.1754,0.206
0.071000,-0.0301,-0.0742,-0.2158,0.230
0.075000,0.0370,-0.0667,-0.0681,0.102
0.081000,0.0797,-0.1117,0.1479,0.202
0.085000,0.0818,-0.0971,0.2441,0.275
0.091000,0.0743,-0.0378,0.1739,0.193
0.095000,0.0265,0.0067,0.0333,0.043
0.101000,0.0122,0.0153,-0.0754,0.078
0.117000,-0.0473,0.0097,-0.1101,0.120
0.118000,-0.0921,-0.0100,-0.1047,0.140
0.119000,-0.1343,-0.0151,-0.1473,0.200
0.122000,-0.1741,0.0133,-0.2259,0.286
0.125000,-0.1923,0.0463,-0.2475,0.317
0.130000,-0.1795,0.0935,-0.2148,0.295
0.153000,-0.1861,0.1451,-0.0996,0.256
0.154000,-0.1784,0.1725,-0.0517,0.253
0.154000,-0.0994,0.1664,-0.0660,0.205
0.155000,0.0001,0.1152,-0.0682,0.134
0.158000,0.1228,0.0407,-0.1203,0.177
0.161000,0.1782,0.0025,-0.1034,0.206
0.166000,0.1835,0.0241,-0.0345,0.188
0.181000,0.1986,0.0621,0.1527,0.258
0.182000,0.2473,0.0236,0.2821,0.376
0.183000,0.1963,0.0184,0.2190,0.295
0.200000,0.1413,-0.0083,0.0572,0.153
0.200000,0.0702,-0.0109,-0.1105,0.131
0.201000,-0.0051,-0.0040,-0.1655,0.166
0.215000,-0.1038,-0.0349,-0.1090,0.154
0.216000,-0.1664,-0.0133,-0.0129,0.167
0.216000,-0.1906,-0.0179,0.0108,0.192
0.217000,-0.2315,0.0322,-0.0061,0.234
0.233000,-0.2104,0.0915,0.0149,0.230
0.234000,-0.1656,0.1408,0.0166,0.218
0.235000,-0.1379,0.1659,0.0562,0.223
0.251000,-0.0653,0.1742,0.0646,0.197
0.253000,-0.0382,0.1896,0.0848,0.211
0.253000,-0.1158,0.2762,0.0665,0.307
0.254000,-0.1548,0.3431,0.0601,0.381
0.283000,-0.1364,0.3691,0.0774,0.401
0.284000,-0.0590,0.3450,0.0159,0.350
0.284000,0.0463,0.3069,-0.0025,0.310
0.285000,0.0820,0.1886,0.0145,0.206
0.285000,0.0795,0.1472,0.0170,0.168
0.286000,0.0559,0.0753,0.0527,0.108
0.290000,0.0993,-0.0197,0.0809,0.130
0.294000,0.0761,-0.1281,0.0377,0.154
0.298000,0.0841,-0.2357,0.0423,0.254
0.302000,0.0611,-0.3186,0.0207,0.325
0.308000,0.0053,-0.3793,0.0727,0.386
0.314000,-0.0499,-0.3826,0.1411,0.411
0.318000,-0.0596,-0.3598,0.2141,0.423
0.324000,-0.0932,-0.3065,0.2085,0.382
0.328000,-0.6258,-0.0732,-0.2171,0.666
0.334000,-0.3643,-0.1741,-0.1082,0.418
0.339000,0.1868,-0.3121,0.1894,0.410
0.344000,0.1902,-0.2305,0.3471,0.458
0.349000,0.0636,-0.1213,0.3668,0.392
0.355000,0.0284,-0.0228,0.2423,0.245
0.360000,0.0174,-0.0083,0.0026,0.019
0.363000,0.0066,0.0062,-0.1023,0.103
0.369000,-0.0208,0.0681,-0.0476,0.086
0.375000,-0.0715,0.0847,-0.0296,0.115
0.378000,-0.1004,0.0275,0.0544,0.117
0.384000,-0.1456,0.0135,0.1353,0.199
0.394000,-0.1190,0.0116,0.1017,0.157
0.395000,-0.0473,-0.0166,0.0139,0.052
0.398000,-0.0188,-0.0658,-0.0354,0.077
0.419000,-0.0092,-0.0978,-0.0015,0.098
0.419000,-0.0710,-0.0535,0.1174,0.147
0.420000,-0.1275,-0.0167,0.2069,0.244
0.421000,-0.1004,-0.0325,0.1935,0.220
0.425000,-0.1021,-0.0673,0.1947,0.230
0.429000,-0.0633,-0.0590,0.1629,0.184
0.435000,-0.0346,-0.0603,0.1670,0.181
0.449000,0.0058,-0.0474,0.1615,0.168
0.450000,0.0528,-0.0417,0.1299,0.146
0.450000,0.0852,-0.0384,0.1509,0.177
0.468000,0.1053,-0.0755,0.2264,0.261
0.469000,0.1371,-0.0767,0.2085,0.261
0.470000,0.0783,-0.0945,0.2242,0.256
0.471000,0.0294,-0.1076,0.2354,0.260
0.485000,0.0212,-0.0516,0.2273,0.234
0.486000,-0.0275,-0.0103,0.2359,0.238
0.486000,-0.0640,-0.0312,0.2066,0.219
0.501000,-0.0482,-0.0900,0.1965,0.221
0.502000,-0.0540,-0.0366,0.2079,0.218
0.502000,-0.0647,-0.0050,0.1695,0.181
0.519000,-0.1252,0.0357,0.2501,0.282
0.520000,-0.1424,0.0690,0.3064,0.345
0.521000,-0.1191,0.0284,0.3290,0.351
0.521000,-0.0462,0.0499,0.3489,0.355
0.537000,-0.0143,0.0117,0.3974,0.398
0.538000,-0.0324,-0.0023,0.3718,0.373
0.539000,-0.0265,0.0218,0.3558,0.357
0.540000,-0.0088,-0.0113,0.3566,0.357
0.565000,-0.0814,-0.0395,0.3623,0.373
0.566000,-0.1249,-0.0650,0.3490,0.376
0.566000,-0.1112,-0.1426,0.3477,0.392
0.567000,-0.1026,-0.1863,0.3226,0.386
0.567000,-0.0323,-0.2344,0.3335,0.409
0.570000,-0.0294,-0.2846,0.3754,0.472
0.580000,-0.0434,-0.3011,0.3981,0.501
0.581000,-0.0598,-0.3461,0.4113,0.541
0.586000,-0.0526,-0.3979,0.3724,0.548
0.599000,-0.0551,-0.3852,0.4196,0.572
0.600000,-0.1125,-0.3989,0.4714,0.628
0.601000,-0.1556,-0.4078,0.5421,0.696
0.617000,-0.0916,-0.3906,0.5248,0.661
0.617000,-0.0854,-0.3618,0.4508,0.584
0.618000,-0.1887,-0.3309,0.4962,0.626
0.634000,-0.1939,-0.3287,0.5913,0.704
0.635000,-0.0613,-0.2673,0.6242,0.682
0.635000,-0.0130,-0.2160,0.6070,0.644
0.647000,-0.0884,-0.1461,0.6423,0.665
0.648000,-0.1321,-0.0912,0.6160,0.637
0.649000,-0.1396,-0.0557,0.5949,0.614
0.653000,-0.1565,-0.0491,0.5575,0.581
0.667000,-0.1232,-0.0117,0.5370,0.551
0.668000,-0.0901,0.0325,0.5263,0.535
0.669000,-0.0832,0.0502,0.5395,0.548
0.706000,-0.0548,0.0250,0.4978,0.501
0.707000,-0.0432,0.0096,0.5489,0.551
0.708000,-0.0458,-0.0222,0.6064,0.609
0.708000,-0.0604,-0.0299,0.6679,0.671
0.709000,-0.0438,-0.0541,0.6766,0.680
0.709000,-0.0439,-0.0710,0.6923,0.697
0.710000,-0.0205,-0.1282,0.6794,0.692
0.710000,-0.0401,-0.2134,0.6975,0.730
0.713000,0.0307,-0.3002,0.8080,0.863
0.718000,-0.0393,-0.3389,0.6445,0.729
0.723000,-0.0637,-0.2916,0.6200,0.688
0.728000,-0.0645,-0.3232,0.6599,0.738
0.733000,-0.0276,-0.4068,0.6281,0.749
0.739000,-0.0126,-0.4207,0.6012,0.734
0.743000,-0.0099,-0.4821,0.6078,0.776
0.748000,0.0210,-0.4646,0.5811,0.744
0.753000,0.0561,-0.4687,0.6214,0.780
0.759000,0.0956,-0.5274,0.6092,0.811
0.764000,0.1229,-0.5858,0.5192,0.792
0.769000,0.1336,-0.5939,0.5159,0.798
0.774000,0.1325,-0.5331,0.5008,0.743
0.779000,0.0886,-0.5108,0.5262,0.739
0.785000,0.1258,-0.5504,0.5512,0.789
0.793000,0.1724,-0.5588,0.4763,0.754
0.794000,0.0906,-0.5410,0.4969,0.740
0.800000,0.0073,-0.5590,0.5580,0.790
0.827000,0.0149,-0.6102,0.5691,0.835
0.828000,0.0082,-0.6232,0.4713,0.781
0.829000,-0.0744,-0.5767,0.4742,0.750
0.829000,-0.0780,-0.5568,0.4916,0.747
0.830000,-0.1126,-0.5157,0.4807,0.714
0.830000,-0.1208,-0.5060,0.4961,0.719
0.834000,-0.0910,-0.4964,0.5380,0.738
0.839000,-0.1232,-0.4658,0.5325,0.718
0.845000,-0.1359,-0.4213,0.4587,0.637
0.850000,-0.1580,-0.3510,0.4118,0.564
0.854000,-0.1561,-0.2934,0.4324,0.545
0.860000,-0.1209,-0.3172,0.4534,0.566
0.864000,-0.1239,-0.2815,0.4482,0.544
0.871000,-0.1506,-0.1914,0.3885,0.459
0.875000,-0.1841,-0.1331,0.3937,0.454
0.880000,-0.1793,-0.1511,0.4461,0.504
0.885000,-0.1316,-0.1548,0.4767,0.518
0.890000,-0.1079,-0.1323,0.5144,0.542
0.896000,-0.1556,-0.0696,0.4852,0.514
0.901000,-0.2029,-0.0383,0.4702,0.514
0.905000,-0.1215,-0.0261,0.5359,0.550
0.911000,-0.0953,-0.0092,0.5272,0.536
0.917000,-0.1191,-0.0209,0.5111,0.525
0.923000,-0.1187,0.0484,0.5188,0.534
0.925000,-0.1467,0.0696,0.5121,0.537
0.931000,-0.1792,0.0717,0.4909,0.528
0.935000,-0.1925,0.0430,0.4838,0.522
0.941000,-0.2127,0.0860,0.4549,0.509
0.945000,-0.2352,0.1358,0.4472,0.523
0.951000,-0.1982,0.1093,0.4109,0.469
0.961000,-0.1923,0.0973,0.4054,0.459
0.962000,-0.1580,0.1022,0.4355,0.474
0.970000,-0.1715,0.1284,0.4151,0.467
0.987000,-0.2205,0.1118,0.4469,0.511
0.988000,-0.2479,0.0977,0.4046,0.484
0.989000,-0.2445,0.0862,0.3955,0.473
0.989000,-0.1915,0.0155,0.4171,0.459
0.991000,-0.1393,-0.0260,0.4074,0.431
0.996000,-0.0781,-0.0862,0.4546,0.469
