time,ax,ay,az,atotal
0.0015621185302734375,0.15,-0.12,0.01,0.19
0.0019521713256835938,-0.05,-0.08,0.11,0.14
0.0023050308227539062,-0.11,-0.12,0.03,0.16
0.0026640892028808594,-0.15,0.04,-0.1,0.18
0.0030241012573242188,-0.32,-0.21,-0.33,0.5
0.013407230377197266,-0.25,-0.2,-0.48,0.57
0.09897303581237793,-0.4,-0.42,-0.31,0.65
0.0993509292602539,0.05,-0.07,0.14,0.16
0.09969210624694824,-0.13,-0.26,0.14,0.32
0.10005807876586914,0.53,0.02,0.03,0.53
0.10075712203979492,0.06,-0.13,-0.29,0.32
0.1011190414428711,0.58,0.36,-0.27,0.73
0.10147523880004883,0.14,0.02,-0.09,0.16
0.10184621810913086,0.18,-0.18,-0.24,0.34
0.10269021987915039,0.77,0.64,-0.11,1.0
0.1133880615234375,-0.58,-0.22,0.04,0.62
0.19909191131591797,-0.59,-0.33,-0.32,0.74
0.19947004318237305,-0.3,0.11,-0.35,0.47
0.19983291625976562,-0.12,0.32,-0.13,0.36
0.20018291473388672,-0.26,0.24,0.05,0.35
0.20089197158813477,0.08,0.32,0.14,0.35
0.20125102996826172,0.79,0.63,0.24,1.03
0.20161199569702148,-1.09,-0.94,-0.02,1.43
0.2019820213317871,-0.57,-0.6,-0.13,0.83
0.2025890350341797,0.35,-0.02,-0.04,0.35
0.2133769989013672,0.16,0.09,-0.08,0.2
0.29994821548461914,-0.1,0.25,0.02,0.27
0.30032801628112793,-0.13,0.11,0.24,0.29
0.30067014694213867,-0.2,0.11,0.11,0.25
0.30152106285095215,1.48,0.64,0.14,1.61
0.3019089698791504,-0.65,-0.73,-0.16,0.99
0.3022890090942383,-1.43,-0.56,-0.76,1.71
0.30264806747436523,0.65,-0.02,-0.66,0.92
0.30301809310913086,-0.32,-0.16,0.01,0.35
0.3033740520477295,-0.66,0.27,-0.01,0.71
0.3132190704345703,-0.12,-0.13,0.22,0.28
0.3997349739074707,-0.12,-0.28,0.12,0.32
0.4001021385192871,0.01,0.11,-0.06,0.12
0.40045809745788574,0.39,0.02,0.02,0.39
0.4008140563964844,0.03,0.34,-0.14,0.36
0.4016852378845215,0.08,0.34,-0.05,0.35
0.40204906463623047,0.03,0.14,-0.06,0.15
0.40242910385131836,-0.12,0.2,0.12,0.26
0.4027841091156006,-0.33,0.0,0.23,0.4
0.4031510353088379,-0.27,-0.17,-0.05,0.32
0.413161039352417,-0.6,-0.43,-0.18,0.75
0.49988508224487305,-0.28,-0.21,0.18,0.39
0.5002610683441162,-0.29,-0.11,0.27,0.41
0.5006241798400879,-0.04,-0.05,0.6,0.6
0.5009810924530029,-0.14,-0.01,0.39,0.41
0.5018930435180664,2.65,1.47,0.11,3.03
0.5022768974304199,-1.14,-0.53,0.34,1.3
0.5026140213012695,-1.14,-1.03,0.04,1.53
0.5029768943786621,0.07,-0.06,-0.55,0.55
0.5033512115478516,-0.27,-0.05,-0.16,0.31
0.5129740238189697,-0.47,-0.1,0.21,0.52
0.5994510650634766,-0.07,-0.06,0.06,0.11
0.5998291969299316,-0.95,0.09,-0.24,0.98
0.6001911163330078,0.2,-0.3,-0.37,0.51
0.6005501747131348,0.51,0.31,-0.34,0.68
0.6009039878845215,0.0,0.33,-0.09,0.34
0.6012592315673828,0.19,0.17,-0.03,0.25
0.6020989418029785,0.2,0.15,-0.23,0.33
0.6024651527404785,0.05,0.11,-0.35,0.37
0.602837085723877,-0.22,0.51,-0.62,0.83
0.6129212379455566,-0.8,-0.26,-0.42,0.94
0.6995480060577393,-0.72,-0.88,0.45,1.22
0.6999220848083496,-0.62,-0.3,0.5,0.85
0.7002840042114258,-0.3,-0.07,0.35,0.46
0.7006421089172363,-0.2,-0.24,0.32,0.44
0.7009949684143066,0.05,-0.18,0.34,0.38
