time,ax,ay,az,atotal
0.01371002197265625,-0.11,0.11,-0.26,0.3
0.014312744140625,-0.12,0.04,-0.21,0.24
0.023632049560546875,-0.14,0.03,-0.09,0.16
0.033380985260009766,-0.16,0.03,-0.01,0.16
0.04404497146606445,-0.13,0.01,-0.04,0.13
0.05408477783203125,-0.08,-0.01,-0.02,0.08
0.06388473510742188,-0.13,-0.06,0.05,0.15
0.0739140510559082,-0.19,-0.07,0.09,0.22
0.08392691612243652,-0.23,-0.05,0.08,0.24
0.09389305114746094,-0.25,-0.04,0.06,0.26
0.10380983352661133,-0.19,-0.01,0.05,0.19
0.11397385597229004,-0.2,0.0,-0.02,0.2
0.12400484085083008,-0.19,-0.01,-0.01,0.19
0.1338798999786377,-0.15,0.01,0.02,0.15
0.14400386810302734,-0.11,0.02,0.06,0.12
0.15393304824829102,-0.04,0.03,0.03,0.05
0.16367578506469727,-0.01,0.02,0.05,0.05
0.17389202117919922,-0.05,0.03,0.08,0.09
0.18377399444580078,-0.11,0.05,0.07,0.13
0.19390583038330078,-0.07,0.04,0.03,0.08
0.20387983322143555,-0.23,-0.09,0.17,0.29
0.21373486518859863,-0.74,-0.32,0.87,1.18
0.22380304336547852,0.64,0.49,-0.74,1.09
0.23376798629760742,0.35,0.18,-0.68,0.78
0.243790864944458,-0.27,-0.11,-0.07,0.29
0.2535989284515381,0.07,0.02,-0.03,0.07
0.26339101791381836,0.02,0.07,-0.3,0.3
0.27372288703918457,-0.14,-0.03,-0.4,0.42
0.2838108539581299,-0.07,-0.01,-0.37,0.37
0.29371070861816406,-0.02,0.03,-0.34,0.34
0.30359983444213867,-0.07,-0.01,-0.28,0.28
0.3135368824005127,-0.13,-0.03,-0.18,0.22
0.32362890243530273,-0.07,0.0,-0.02,0.07
0.33342885971069336,0.0,0.03,0.14,0.14
0.34372591972351074,-0.06,-0.04,0.23,0.24
0.3535890579223633,-0.02,-0.02,0.22,0.22
0.36359500885009766,0.25,-0.29,0.55,0.67
0.3735790252685547,0.21,-0.01,1.0,1.02
0.3833479881286621,-0.74,0.45,-0.02,0.86
0.393596887588501,-0.32,0.0,-0.08,0.32
0.4034438133239746,0.01,-0.04,0.04,0.05
0.4136078357696533,-0.16,-0.04,0.13,0.21
0.4236030578613281,-0.19,-0.06,0.08,0.21
0.4333789348602295,-0.11,-0.09,-0.07,0.15
0.4434537887573242,-0.09,-0.06,-0.17,0.2
0.4533839225769043,-0.13,-0.06,-0.18,0.23
0.46341705322265625,-0.16,-0.06,-0.09,0.19
0.47357797622680664,-0.18,-0.05,-0.05,0.19
0.48343896865844727,-0.21,-0.01,-0.01,0.21
0.49355483055114746,-0.19,0.03,0.03,0.19
0.5034627914428711,-0.19,0.08,0.09,0.22
0.5134239196777344,-0.11,0.11,0.2,0.25
0.5235257148742676,0.01,0.06,0.23,0.23
0.5332469940185547,0.0,0.06,0.1,0.11
0.5433049201965332,-0.02,0.06,-0.08,0.1
0.5533747673034668,-0.04,0.03,-0.21,0.21
0.5633440017700195,0.02,0.01,-0.26,0.26
0.5734920501708984,0.05,-0.03,-0.27,0.27
0.5832729339599609,0.06,-0.01,-0.29,0.29
0.5929608345031738,0.06,-0.01,-0.25,0.25
0.6032059192657471,0.02,-0.02,-0.2,0.2
0.6133558750152588,-0.03,-0.05,-0.16,0.17
0.6231558322906494,-0.05,-0.09,-0.1,0.14
0.6331968307495117,-0.06,-0.11,-0.05,0.13
0.6431770324707031,-0.08,-0.14,-0.05,0.16
0.6532597541809082,-0.08,-0.14,-0.08,0.18
0.6631178855895996,-0.04,-0.16,-0.06,0.17
0.673292875289917,-0.01,-0.16,0.02,0.16
0.683142900466919,0.0,-0.17,0.08,0.18
0.6933660507202148,0.0,-0.16,0.07,0.17
0.7032437324523926,0.02,-0.13,0.06,0.14
0.7131998538970947,0.0,-0.14,0.12,0.18
0.7231760025024414,-0.01,-0.13,0.16,0.2
0.7331457138061523,-0.07,-0.11,0.19,0.23
0.7432489395141602,-0.08,-0.1,0.24,0.27
0.7531819343566895,-0.08,-0.09,0.35,0.37
0.7631340026855469,-0.06,-0.08,0.4,0.41
0.7732539176940918,-0.03,-0.08,0.33,0.34
0.7832527160644531,0.02,-0.08,0.22,0.23
0.7933769226074219,0.01,-0.06,0.16,0.17
0.8032188415527344,0.0,-0.09,0.18,0.2
0.8132889270782471,-0.02,-0.09,0.2,0.22
0.8231158256530762,-0.02,-0.07,0.21,0.22
0.8332037925720215,0.02,-0.05,0.21,0.21
0.8431708812713623,-0.01,-0.02,0.16,0.16
0.8529777526855469,-0.11,-0.03,0.19,0.22
0.8629837036132812,-0.1,-0.07,0.25,0.27
0.873075008392334,-0.03,-0.12,0.22,0.25
0.8831448554992676,-0.03,-0.15,0.1,0.18
