time,ax,ay,az,atotal
0.012478828430175781,0.05,0.08,0.14,0.16
0.01439809799194336,-0.08,0.08,-0.05,0.12
0.02773904800415039,-0.06,0.19,-0.25,0.31
0.031723976135253906,0.0,0.18,-0.14,0.22
0.04162406921386719,0.04,0.13,-0.04,0.14
0.05139899253845215,-0.01,0.12,-0.13,0.17
0.06154990196228027,0.01,0.02,-0.15,0.15
0.07976102828979492,-0.11,-0.09,0.01,0.14
0.08128786087036133,-0.08,-0.04,-0.04,0.09
0.09154295921325684,-0.06,-0.02,-0.09,0.11
0.10150694847106934,-0.1,0.0,-0.03,0.1
0.11168193817138672,-0.05,0.09,-0.05,0.11
0.13001298904418945,-0.04,0.11,-0.23,0.25
0.1314067840576172,-0.07,0.1,-0.21,0.24
0.1416478157043457,-0.02,0.12,-0.08,0.14
0.1515650749206543,0.06,0.14,-0.07,0.16
0.16168880462646484,0.0,0.15,-0.01,0.15
0.18073701858520508,-0.03,0.11,-0.03,0.11
0.18140411376953125,-0.07,0.05,0.02,0.08
0.19174480438232422,-0.1,-0.01,0.05,0.11
0.2015368938446045,-0.06,-0.03,-0.13,0.14
0.21160292625427246,-0.06,-0.05,-0.29,0.3
0.2327289581298828,0.07,-0.03,-0.23,0.24
0.23309898376464844,0.13,0.03,0.12,0.17
0.24164581298828125,0.08,0.04,0.3,0.31
0.2514958381652832,0.03,0.04,0.08,0.09
0.2616448402404785,-0.03,0.05,-0.18,0.18
0.2805180549621582,-0.08,0.08,-0.11,0.15
0.2813529968261719,-0.07,0.08,-0.06,0.12
0.2916989326477051,-0.01,0.06,-0.11,0.12
0.3014650344848633,-0.01,0.1,-0.07,0.12
0.31168699264526367,0.04,0.13,-0.01,0.13
0.33074498176574707,0.13,0.08,-0.1,0.18
0.3314638137817383,0.09,0.07,-0.14,0.18
0.34177494049072266,0.01,0.12,-0.11,0.16
0.3515479564666748,0.06,0.05,-0.18,0.19
0.3617520332336426,-0.01,-0.03,-0.16,0.16
0.38141798973083496,-0.05,0.01,0.0,0.05
0.3818020820617676,0.07,0.06,-0.06,0.11
0.3917980194091797,0.11,0.04,-0.07,0.13
0.4015519618988037,-0.01,0.0,0.07,0.07
0.4117729663848877,-0.06,-0.08,0.03,0.1
0.4312448501586914,-0.08,-0.03,0.03,0.09
0.4316067695617676,-0.08,0.04,0.09,0.12
0.4418931007385254,-0.02,0.02,-0.04,0.04
0.45156097412109375,-0.07,0.05,-0.06,0.1
0.46178102493286133,-0.08,0.02,-0.03,0.08
0.4815058708190918,0.01,-0.01,0.07,0.07
0.4818899631500244,0.07,0.0,0.11,0.13
0.491790771484375,0.1,-0.05,0.03,0.11
0.5016069412231445,0.07,-0.04,0.1,0.12
0.5117619037628174,0.15,-0.06,0.1,0.19
0.5320439338684082,0.17,-0.11,0.2,0.28
0.5324959754943848,0.14,-0.1,0.27,0.32
0.5417289733886719,0.08,-0.12,0.19,0.23
0.551616907119751,0.08,-0.08,0.18,0.21
0.561837911605835,0.11,-0.02,0.19,0.22
0.5822920799255371,0.07,0.01,0.25,0.25
0.582726001739502,0.02,0.02,0.31,0.31
0.5918259620666504,0.18,0.05,0.33,0.37
0.6016318798065186,0.29,0.05,0.45,0.53
0.6121649742126465,0.29,-0.03,0.5,0.57
0.6320281028747559,0.28,-0.15,0.43,0.53
0.6324689388275146,0.3,-0.24,0.41,0.56
0.6417241096496582,0.31,-0.25,0.41,0.57
0.6520299911499023,0.27,-0.28,0.35,0.52
0.6617031097412109,0.22,-0.32,0.3,0.49
0.6828188896179199,0.32,-0.32,0.37,0.58
0.6832759380340576,0.53,-0.27,0.48,0.76
0.6917519569396973,0.63,-0.26,0.55,0.87
0.7019510269165039,0.62,-0.22,0.59,0.88
0.711899995803833,0.62,-0.12,0.64,0.89
0.7315568923950195,0.67,-0.12,0.56,0.88
0.7320148944854736,0.61,-0.24,0.44,0.78
0.7419190406799316,0.5,-0.36,0.43,0.75
0.7520599365234375,0.52,-0.45,0.56,0.88
0.7620511054992676,0.6,-0.52,0.39,0.88
0.7828130722045898,0.51,-0.45,0.27,0.73
0.7832579612731934,0.44,-0.38,0.33,0.66
0.7917938232421875,0.58,-0.4,0.29,0.76
0.8021678924560547,0.75,-0.36,0.49,0.96
0.8119368553161621,0.85,-0.23,0.76,1.16
0.8326919078826904,0.91,-0.04,0.9,1.28
0.8331360816955566,0.89,0.02,0.83,1.21
0.8420059680938721,0.56,-0.01,0.76,0.94
0.8522248268127441,0.21,0.04,0.63,0.66
0.862109899520874,0.01,0.04,0.54,0.54
0.8828299045562744,-0.16,0.03,0.44,0.46
0.8832979202270508,-0.24,0.05,0.42,0.48
0.8920440673828125,-0.08,0.05,0.52,0.52
0.902184009552002,0.07,-0.1,0.69,0.7
0.9117770195007324,-0.02,-0.56,0.79,0.96
0.9327869415283203,-0.99,-1.71,0.83,2.14
0.9332249164581299,-2.13,-2.59,0.55,3.39
0.9418540000915527,-0.04,-0.72,-0.43,0.83
0.9523940086364746,0.85,-0.21,-0.24,0.9
0.9620637893676758,-0.66,-1.07,0.64,1.41
0.9829819202423096,-2.16,-1.35,0.52,2.59
0.9834270477294922,-2.62,-1.06,0.07,2.82
0.9919989109039307,-2.28,-0.64,0.3,2.38
1.0018157958984375,-1.71,-0.22,0.6,1.82
1.0178139209747314,-1.41,0.25,0.66,1.57
1.0219309329986572,-1.19,0.6,0.61,1.46
1.0318748950958252,-0.99,0.72,0.57,1.35
1.0419049263000488,-0.83,0.67,0.85,1.36
1.0518360137939453,-0.73,0.51,1.08,1.39
1.0675129890441895,-0.67,0.37,1.14,1.37
1.0719149112701416,-0.72,0.15,1.09,1.31
1.0819110870361328,-0.81,0.0,0.94,1.24
1.0919849872589111,-0.82,-0.09,0.81,1.15
1.1018800735473633,-0.62,-0.17,0.97,1.16
1.1172280311584473,-0.36,-0.22,1.16,1.23
1.1218857765197754,-0.21,-0.34,1.22,1.28
1.1318578720092773,-0.27,-0.43,1.16,1.26
1.1420550346374512,-0.4,-0.59,1.05,1.26
1.1521668434143066,-0.41,-0.82,0.95,1.32
1.168342113494873,-0.42,-1.02,0.94,1.44
1.1717758178710938,-0.55,-1.11,1.03,1.61
1.1819539070129395,-0.54,-1.25,1.06,1.72
1.1921091079711914,-0.48,-1.16,0.98,1.59
1.2018780708312988,-0.43,-0.94,1.0,1.43
1.2173800468444824,-0.51,-0.88,1.23,1.59
1.2219300270080566,-0.56,-0.92,1.44,1.79
1.2319369316101074,-0.56,-0.9,1.44,1.78
1.242067813873291,-0.74,-0.84,1.39,1.78
1.252065896987915,-0.92,-0.81,1.5,1.93
1.2684907913208008,-0.94,-0.84,1.58,2.02
1.271927833557129,-0.87,-0.86,1.56,1.98
1.2819838523864746,-0.97,-0.9,1.51,2.0
1.2920770645141602,-1.04,-0.86,1.53,2.04
1.3020710945129395,-0.73,-0.52,1.61,1.84
1.318288803100586,-0.42,-0.36,1.79,1.87
1.321903944015503,-0.48,-0.45,1.88,1.99
1.3319449424743652,-0.73,-0.48,1.71,1.92
1.342000961303711,-0.94,-0.4,1.59,1.88
1.3519458770751953,-1.03,-0.43,1.6,1.95
1.367300033569336,-1.04,-0.48,1.64,2.0
1.3717870712280273,-1.04,-0.47,1.83,2.15
1.3820137977600098,-0.73,-0.32,1.99,2.14
1.3921129703521729,-0.52,-0.18,2.21,2.27
1.4019219875335693,-0.65,-0.14,2.13,2.23
1.4172229766845703,-0.73,-0.14,2.12,2.24
1.4220190048217773,-0.77,-0.09,2.02,2.16
1.432008981704712,-0.88,-0.01,1.93,2.12
1.4420490264892578,-0.93,0.31,1.97,2.2
1.4521260261535645,-0.86,0.8,1.95,2.27
1.4687480926513672,-0.9,1.0,1.84,2.27
1.472012996673584,-0.98,1.3,1.66,2.32
1.4820570945739746,-1.01,1.59,1.62,2.48
1.4921259880065918,-1.15,1.82,1.53,2.64
1.5021710395812988,-1.39,2.02,1.58,2.91
1.5189099311828613,-1.53,2.24,1.99,3.36
1.5220279693603516,-1.32,2.55,2.19,3.61
1.5321130752563477,-0.96,2.9,1.7,3.49
1.542090892791748,-0.61,3.23,0.97,3.42
1.552164077758789,-0.36,3.58,0.52,3.63
1.5681788921356201,-0.11,3.82,-0.02,3.82
1.5719969272613525,0.16,3.83,-0.5,3.86
1.5820398330688477,0.25,3.47,-0.7,3.54
1.5921449661254883,0.18,2.66,-0.88,2.8
1.6020419597625732,0.17,1.87,-1.4,2.34
1.6183578968048096,0.3,0.98,-1.29,1.64
1.6219539642333984,0.53,0.04,-0.85,1.0
1.6321420669555664,0.87,-0.71,-0.6,1.27
1.642076015472412,1.29,-1.47,-0.52,2.02
1.6522297859191895,1.49,-1.92,-0.55,2.49
1.6682898998260498,1.53,-2.07,-0.48,2.61
1.6719560623168945,1.37,-2.16,-0.44,2.59
1.6820778846740723,0.94,-2.11,-0.5,2.36
1.6921429634094238,0.5,-1.94,-0.39,2.04
1.702178955078125,0.31,-1.61,-0.26,1.66
1.718209981918335,0.33,-1.24,0.02,1.28
1.7220830917358398,0.4,-0.85,0.32,0.99
1.7321069240570068,0.42,-0.44,0.59,0.84
1.7420940399169922,0.54,-0.18,0.69,0.89
1.752213954925537,0.65,-0.21,0.67,0.95
1.7679767608642578,0.76,-0.47,0.68,1.12
1.7720799446105957,0.84,-0.82,0.55,1.29
1.782106876373291,0.75,-1.22,0.44,1.49
1.7921829223632812,0.59,-1.61,0.47,1.77
1.8020710945129395,0.56,-2.05,0.56,2.19
1.8175630569458008,0.56,-2.41,0.62,2.55
1.8219609260559082,0.45,-2.69,0.59,2.79
1.8322639465332031,0.36,-2.8,0.5,2.86
1.8421239852905273,0.33,-2.77,0.51,2.83
1.8524508476257324,0.26,-2.72,0.66,2.81
1.8677411079406738,0.16,-2.63,0.83,2.76
1.8722138404846191,0.24,-2.53,0.99,2.72
1.8821508884429932,0.47,-2.41,0.96,2.63
1.8922100067138672,0.73,-2.33,0.77,2.56
1.9021987915039062,0.87,-2.39,0.61,2.61
1.9182558059692383,0.75,-2.49,0.45,2.63
1.922043800354004,0.43,-2.54,0.5,2.62
1.9321718215942383,0.48,-2.47,1.03,2.71
1.9421768188476562,0.61,-2.48,1.66,3.04
1.952253818511963,0.62,-2.39,1.88,3.1
1.968005895614624,0.48,-2.18,1.52,2.7
1.972024917602539,0.51,-1.85,1.29,2.31
1.9821820259094238,0.8,-1.3,1.51,2.14
1.9922869205474854,0.79,-0.56,1.59,1.86
2.0022220611572266,0.76,0.47,1.87,2.07
2.017833948135376,0.86,1.43,2.07,2.65
2.022097110748291,0.96,2.26,2.02,3.17
2.032169818878174,1.03,3.1,1.98,3.81
2.042214870452881,0.91,3.77,1.95,4.34
2.0522029399871826,0.67,4.27,1.97,4.75
2.067594051361084,0.49,4.52,1.65,4.83
2.072058916091919,0.38,4.37,1.21,4.55
2.082143783569336,0.43,4.1,1.26,4.31
2.0921719074249268,0.34,4.09,2.26,4.68
2.1022989749908447,0.15,3.99,3.01,5.0
2.1181299686431885,-0.07,3.5,1.5,3.8
2.1221718788146973,-0.13,3.08,-0.53,3.12
2.132275104522705,0.27,2.91,-1.23,3.17
2.1423158645629883,0.51,2.52,-1.16,2.82
2.1522889137268066,0.25,2.04,-1.1,2.33
2.167874813079834,-0.34,1.56,-1.35,2.09
2.1720638275146484,-0.69,1.17,-1.72,2.19
2.182267904281616,-0.71,0.82,-1.87,2.16
2.192305088043213,-0.76,0.68,-1.66,1.94
2.2021780014038086,-0.67,0.69,-1.25,1.57
2.2176690101623535,-0.56,0.73,-1.32,1.6
2.2221059799194336,-0.57,0.53,-1.56,1.74
2.232297897338867,-0.53,0.69,-1.26,1.53
2.242309093475342,-0.46,0.74,-0.67,1.09
2.2522149085998535,-0.43,0.52,-0.51,0.84
2.2673630714416504,-0.44,0.2,-0.49,0.68
2.2721238136291504,-0.38,-0.12,-0.53,0.66
2.282289981842041,-0.15,-0.54,-0.65,0.85
2.292336940765381,0.02,-1.03,-0.8,1.3
2.302283763885498,0.27,-1.34,-0.75,1.55
2.317786931991577,0.65,-1.55,-0.45,1.73
2.3221209049224854,0.89,-1.88,-0.23,2.09
2.3322699069976807,0.88,-2.21,-0.21,2.38
2.342360019683838,0.86,-2.58,-0.27,2.73
2.3523619174957275,0.86,-3.06,-0.36,3.19
2.367887020111084,0.74,-3.49,-0.41,3.59
2.3721470832824707,0.61,-3.88,-0.33,3.94
2.3823509216308594,0.43,-4.12,-0.21,4.14
2.392335891723633,0.3,-4.17,-0.07,4.18
2.4022319316864014,0.2,-4.12,0.04,4.12
2.41825008392334,0.16,-3.95,0.21,3.95
2.4221038818359375,0.18,-3.65,0.51,3.68
2.432370901107788,0.21,-3.28,0.2,3.29
2.4423389434814453,0.18,-2.94,0.0,2.94
2.4524178504943848,0.19,-2.62,0.26,2.63
2.4682929515838623,0.25,-2.19,0.42,2.24
2.4721498489379883,0.11,-1.79,0.67,1.91
2.4824137687683105,-0.37,-1.38,0.55,1.53
2.4922938346862793,-0.92,-1.04,0.55,1.49
2.5023818016052246,-1.34,-0.63,0.88,1.72
2.5184497833251953,-1.45,-0.06,1.26,1.92
2.5221610069274902,-1.29,0.65,1.63,2.17
2.5325188636779785,-1.12,1.37,1.89,2.58
2.542397975921631,-1.09,2.07,1.92,3.02
2.552443027496338,-1.1,2.78,1.8,3.48
2.5688159465789795,-1.0,3.43,1.53,3.88
2.572100877761841,-1.06,4.01,1.53,4.42
2.5824837684631348,-1.26,4.43,1.67,4.89
2.592410087585449,-1.6,4.73,1.79,5.3
